Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Home_Goals_Against_Per_Game,Home_Shots_Against_Per_Game,Home_SOT_Against_Per_Game,Home_Corners_Against_Per_Game,Home_Fouls_Against_Per_Game,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Goals_Against_Per_Game,Away_Shots_Against_Per_Game,Away_SOT_Against_Per_Game,Away_Corners_Against_Per_Game,Away_Fouls_Against_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Match_Result
1,2,0,2,5,1.86,17.33,6.64,6.56,12.17,0,9,0.78,10.89,3.03,4.89,10.56,2,2,2,8,7,1.47,13.64,4.5,6.11,10.92,1.08,11.78,3.61,5.28,9.81,0,2,2,4,-2,-4,-1
1,1,-1,7,12,1.69,14.33,4.75,5.78,10.08,0,3,1.31,13.97,4.5,5.28,12.25,2,2,1,5,4,1.22,11.53,3.78,6.08,12.36,0.86,10.67,3.25,3.81,10.0,0,3,-1,-3,1,3,1
0,2,1,8,6,1.69,16.5,5.31,7.03,11.03,1,3,1.33,10.31,3.47,4.58,10.31,0,-2,-1,9,1,1.58,13.78,4.5,6.39,10.89,1.42,12.11,4.58,5.36,13.17,1,4,0,-2,0,2,0
-3,-3,-4,19,11,0.97,10.78,3.28,4.78,11.06,0,1,1.72,12.86,4.36,5.47,8.56,-1,0,-1,13,21,1.0,11.44,3.42,4.39,12.14,1.22,13.19,4.56,6.53,10.53,0,4,-1,-1,1,1,1
1,1,1,17,17,1.19,11.64,3.64,4.19,10.31,0,6,1.67,14.75,5.72,5.97,10.69,-1,-1,-1,12,11,1.56,12.78,4.47,5.81,8.36,1.44,14.64,4.86,5.86,11.08,0,4,0,0,0,0,1
1,2,0,3,3,1.65,15.03,5.49,6.0,9.14,0,2,0.97,12.08,4.05,4.78,11.95,-2,-4,0,20,16,0.73,9.81,2.95,4.41,11.49,1.95,13.08,4.97,6.16,9.84,1,4,3,3,-3,-3,1
-1,-1,0,9,1,1.57,13.76,4.57,6.3,10.92,1,2,1.41,12.54,4.7,5.41,13.11,2,3,1,1,14,1.81,13.65,4.76,5.16,10.62,0.95,13.49,3.76,6.27,9.97,1,0,1,1,-1,-1,0
-1,-2,-2,12,11,1.51,12.89,4.51,5.78,8.32,0,3,1.49,14.62,4.95,5.84,11.19,-1,-3,1,18,11,1.05,10.97,3.35,4.78,10.97,1.73,12.84,4.43,5.35,8.65,0,3,1,0,-1,0,1
1,2,0,19,15,1.05,10.24,3.84,4.19,11.0,0,3,1.73,14.51,4.68,6.32,10.19,-1,1,-1,3,5,1.84,17.41,6.62,6.65,12.05,0.81,10.86,3.0,4.81,10.7,0,9,1,1,-1,-1,1
3,4,3,7,7,1.49,13.54,4.43,6.0,11.05,0,5,1.08,12.0,3.68,5.41,9.76,-1,-1,1,15,10,1.03,12.16,4.0,5.78,12.19,1.27,14.89,4.51,5.95,11.97,0,2,1,3,-1,-3,1
-2,-4,-1,10,9,1.05,11.11,3.41,4.03,11.11,0,5,1.46,13.86,4.59,6.22,10.54,1,2,1,7,12,1.73,14.49,4.78,5.78,9.97,1.32,13.68,4.43,5.19,12.41,0,4,0,2,0,-2,1
1,1,2,12,8,1.11,11.84,3.65,4.3,10.49,0,2,1.38,13.65,4.43,5.22,12.14,0,1,0,4,2,1.89,16.05,5.54,6.84,10.54,1.08,8.97,3.35,4.35,10.76,0,3,-3,-5,3,5,0
-1,-1,-2,13,21,1.03,11.46,3.51,4.3,12.14,0,5,1.3,13.32,4.59,6.49,10.46,2,3,2,17,17,1.24,11.7,3.76,4.22,10.43,1.62,14.81,5.73,5.95,10.59,0,5,1,1,-1,-1,0
-1,-3,0,16,13,0.89,10.03,2.84,4.89,10.3,0,1,1.27,14.59,4.24,5.86,10.76,0,1,0,8,6,1.68,16.81,5.41,7.03,11.03,1.32,10.38,3.57,4.54,10.35,0,4,-1,-2,1,2,0
0,2,-1,5,4,1.24,11.3,3.73,5.97,12.51,0,3,0.92,10.92,3.32,3.86,9.89,-2,-2,0,15,21,1.19,12.32,3.89,5.95,9.57,1.73,11.46,4.03,4.38,10.62,0,2,-1,-1,1,1,1
1,-1,-1,12,21,1.1,9.45,3.05,4.2,11.1,0,4,1.55,18.7,6.0,7.6,10.85,-3,-2,-3,11,6,0.95,14.55,4.7,5.35,11.35,1.25,10.4,2.95,4.7,11.0,1,2,-1,-1,1,1,1
-2,-4,-1,20,16,0.85,10.45,3.6,4.45,10.05,0,2,2.2,18.35,6.05,6.85,10.6,0,0,0,10,15,1.45,11.55,4.1,6.1,10.25,1.7,14.1,4.8,4.7,13.25,1,3,-1,-1,1,1,1
0,-1,0,15,1,1.2,11.0,3.5,4.9,12.35,0,5,1.55,14.15,4.7,5.55,8.35,1,3,-1,1,10,2.1,15.25,5.45,5.2,10.1,0.75,8.5,2.55,4.25,13.4,0,5,0,-2,0,2,-1
-2,-2,0,20,17,0.95,9.8,3.0,3.65,11.0,0,3,1.85,18.75,6.5,6.75,10.35,-1,-1,1,11,9,1.2,11.55,3.7,5.1,10.0,1.6,14.3,4.85,7.3,13.65,0,3,0,1,0,-1,-1
-1,-3,1,19,11,1.15,10.9,4.25,5.0,11.95,0,3,2.25,14.5,5.1,5.05,11.4,2,0,0,5,2,2.2,15.2,5.05,5.4,10.2,1.1,10.2,3.7,4.25,10.55,0,4,-1,1,1,-1,-1
3,5,5,4,3,1.95,18.15,6.2,6.7,12.75,0,3,0.7,9.4,2.85,3.8,13.0,1,1,2,8,14,1.4,10.1,3.2,4.05,11.8,1.2,13.5,4.6,5.55,9.15,0,3,0,0,0,0,1
-2,-4,-2,13,13,1.15,10.55,3.65,4.05,14.4,0,5,1.8,13.95,4.6,4.65,12.8,-2,-2,0,16,21,0.85,9.05,2.5,3.9,12.05,1.1,13.9,3.95,6.05,10.55,0,4,1,1,-1,-1,0
-1,1,-2,14,7,1.15,13.9,3.45,4.85,11.45,1,4,1.75,13.8,5.4,5.0,12.3,-2,-4,-2,17,16,1.5,12.1,4.1,5.4,12.8,1.85,14.05,4.95,6.3,12.5,0,3,2,2,-2,-2,1
2,2,1,7,12,1.4,13.0,4.8,5.5,11.85,0,2,1.15,11.45,3.55,5.1,11.5,1,3,1,5,5,2.05,16.35,5.5,7.35,10.7,1.1,8.45,3.0,3.5,12.55,1,5,-1,-2,1,2,1
3,5,6,6,4,1.55,17.05,6.0,6.2,13.0,0,3,0.95,9.35,3.1,3.35,11.1,2,4,0,4,8,2.4,17.6,6.55,6.3,10.45,1.15,7.75,3.15,3.35,10.75,0,5,2,4,-2,-4,0
0,-2,-1,11,15,1.43,11.38,4.19,6.05,10.29,1,4,1.76,14.1,4.71,4.67,13.24,-2,-3,0,14,13,1.1,10.62,3.71,4.0,14.43,1.71,13.52,4.43,4.48,12.9,0,5,0,0,0,0,0
-3,-4,-3,17,16,1.43,12.0,3.95,5.24,12.86,0,4,1.9,14.05,4.86,6.1,12.38,2,2,2,7,12,1.52,12.67,4.76,5.38,12.1,1.1,11.52,3.62,5.14,11.29,0,2,0,0,0,0,-1
1,3,0,3,8,2.33,17.38,6.43,6.33,10.57,0,6,1.14,7.81,3.14,3.43,11.05,-1,-3,-1,19,11,1.1,10.95,4.19,4.9,11.95,2.33,14.48,5.14,4.9,11.24,0,3,1,3,-1,-3,-1
-1,1,-1,5,5,1.95,16.19,5.48,7.29,10.52,1,6,1.24,8.33,3.05,3.48,12.76,3,5,6,2,3,2.05,18.29,6.43,6.76,12.67,0.67,9.1,2.71,3.62,12.95,0,3,-3,-1,3,1,0
-1,-1,0,16,21,0.81,8.86,2.43,3.76,12.19,0,4,1.05,13.81,4.0,5.9,10.76,-1,1,1,12,7,1.24,13.9,3.43,4.71,11.38,1.67,13.62,5.19,4.86,12.38,1,5,0,0,0,0,-1
1,0,2,10,9,1.29,11.67,3.81,4.95,10.05,0,2,1.57,14.29,4.76,7.19,13.76,2,4,0,6,4,1.52,16.67,5.86,6.14,13.19,0.95,9.52,3.14,3.52,11.19,0,3,0,-1,0,1,0
1,-1,-1,8,14,1.33,9.76,3.05,3.86,11.81,0,2,1.33,13.86,4.9,5.67,9.24,-2,-2,-1,20,17,0.95,10.0,3.0,3.71,11.24,1.9,18.52,6.48,6.52,10.38,0,5,1,1,-1,-1,1
2,2,1,4,2,2.29,15.14,5.1,5.24,10.1,0,3,1.05,10.29,3.67,4.19,10.62,1,1,1,11,21,1.1,9.43,3.05,4.1,11.24,1.48,18.76,5.95,7.57,11.0,0,4,3,4,-3,-4,1
1,3,1,1,10,2.14,14.9,5.33,5.19,10.05,0,2,0.71,8.43,2.52,4.19,13.14,0,-2,1,19,16,0.95,10.62,3.57,4.43,10.19,2.14,17.86,6.05,6.76,10.62,0,0,3,5,-3,-5,1
-3,-3,-4,13,6,0.9,14.81,4.71,5.43,11.48,0,3,1.24,10.33,2.95,4.57,11.14,0,-1,-1,15,1,1.14,10.81,3.43,4.81,12.14,1.62,13.86,4.62,5.52,8.38,0,1,-1,-1,1,1,1
2,4,2,2,2,2.27,15.55,5.23,5.45,10.18,1,1,1.05,10.41,3.82,4.18,10.64,-1,-2,0,14,13,1.14,10.59,3.68,4.0,14.5,1.73,13.59,4.45,4.68,12.59,0,4,3,3,-3,-3,-1
-1,-1,0,14,15,1.45,11.55,4.23,6.18,10.09,0,2,1.77,13.91,4.64,4.64,13.36,-3,-4,-4,18,16,1.36,11.82,3.86,5.36,12.73,1.86,14.14,5.0,6.14,12.5,0,2,1,1,-1,-1,-1
-1,1,-1,13,21,1.09,9.59,3.23,4.09,11.23,0,4,1.5,19.0,6.05,7.68,11.05,-2,-2,-2,15,1,1.09,10.82,3.36,4.68,12.05,1.68,14.14,4.73,5.59,8.36,0,2,-2,-2,2,2,1
-1,1,-1,4,8,2.32,17.32,6.36,6.32,10.41,0,4,1.23,7.73,3.14,3.41,10.86,1,3,2,1,10,2.14,14.64,5.32,5.36,10.14,0.68,8.45,2.59,4.32,13.0,0,1,2,1,-2,-1,0
-1,-3,-1,16,21,0.82,8.95,2.41,3.91,11.95,0,3,1.14,13.77,4.05,5.86,10.91,1,1,1,8,14,1.36,9.95,3.14,3.73,11.95,1.27,13.64,4.82,5.59,9.36,0,3,0,0,0,0,0
-2,-4,-2,20,17,0.91,9.95,3.0,3.73,11.27,0,4,1.91,18.32,6.41,6.27,10.59,2,4,0,3,3,2.05,17.73,6.23,6.64,12.41,0.73,9.45,2.91,3.68,12.82,0,4,-3,-4,3,4,0
1,-1,1,18,11,1.18,10.73,4.14,4.82,11.73,0,3,2.32,14.55,5.14,4.95,11.05,-1,-3,1,12,6,1.0,15.05,4.82,5.5,11.32,1.18,10.36,2.91,4.45,11.09,0,2,-3,-3,3,3,1
1,3,0,6,4,1.5,17.05,5.95,6.18,13.18,0,1,0.95,9.36,3.05,3.41,11.23,-1,-2,-1,19,16,0.91,10.55,3.59,4.55,10.18,2.14,17.45,6.0,6.86,10.68,0,3,2,4,-2,-4,0
2,0,0,10,9,1.27,11.41,3.68,4.77,10.14,0,5,1.55,14.77,4.91,7.18,13.73,3,4,3,7,12,1.5,12.82,4.91,5.45,12.23,1.05,11.36,3.55,5.27,11.23,0,3,-1,1,1,-1,0
1,1,2,11,7,1.32,13.86,3.5,4.73,11.5,0,5,1.64,13.5,5.05,4.95,12.14,0,0,0,5,5,1.95,16.23,5.55,7.18,10.5,1.27,8.23,3.0,3.5,12.5,0,4,0,0,0,0,-1
2,2,0,1,10,2.09,14.35,5.17,5.26,10.04,0,2,0.7,8.39,2.61,4.26,13.0,1,2,-1,3,2,2.22,15.74,5.22,5.61,10.26,1.09,10.39,3.91,4.22,10.83,1,4,1,2,-1,-2,1
-1,-3,1,18,16,1.39,11.78,3.87,5.26,13.17,0,4,1.78,13.96,4.87,5.96,12.57,-2,-3,0,20,17,0.87,9.65,2.91,3.65,11.17,1.83,18.13,6.26,6.52,10.7,0,3,0,0,0,0,-1
2,3,0,7,12,1.48,12.87,4.91,5.43,12.22,0,1,1.04,11.48,3.7,5.26,11.65,-2,-1,-1,14,15,1.39,11.48,4.13,6.0,10.26,1.78,13.78,4.61,4.57,13.78,0,1,0,0,0,0,1
0,-1,0,20,16,0.87,10.35,3.52,4.39,10.43,0,7,2.04,17.35,6.0,6.87,11.09,-1,0,0,5,8,2.26,16.87,6.22,6.17,10.52,1.22,7.74,3.09,3.39,10.74,0,3,0,0,0,0,1
-1,-3,-1,12,6,1.0,14.83,4.7,5.43,11.65,0,0,1.22,10.39,3.0,4.48,11.04,1,-1,-1,11,7,1.26,13.52,3.39,4.61,11.48,1.74,13.39,5.0,4.91,12.22,0,4,1,2,-1,-2,-1
1,3,0,2,3,1.96,17.57,6.09,6.87,12.43,0,5,0.7,9.17,2.83,3.61,12.65,-1,-2,0,17,21,0.83,9.04,2.43,3.91,11.96,1.13,13.87,4.09,5.7,11.0,0,4,1,1,-1,-1,1
1,-1,1,13,13,1.17,10.57,3.78,4.04,14.52,0,4,1.7,13.87,4.48,4.87,12.57,1,1,1,10,21,1.09,10.22,3.22,4.35,10.91,1.43,18.74,6.0,7.43,10.91,0,4,-1,-1,1,1,1
0,2,0,8,14,1.35,10.22,3.22,3.65,12.0,0,2,1.26,13.52,4.74,5.52,9.48,1,1,0,12,9,1.26,11.52,3.83,4.78,10.61,1.52,14.74,4.91,7.09,13.65,0,5,2,2,-2,-2,1
-3,-2,-3,16,1,1.04,10.91,3.43,4.57,11.87,0,1,1.65,14.57,4.65,5.78,8.17,0,2,0,6,4,1.43,16.96,5.96,6.22,13.48,0.91,9.22,3.0,3.3,11.43,0,1,-1,-1,1,1,-1
0,0,1,4,5,2.04,16.0,5.48,7.04,10.65,0,5,1.22,8.13,2.91,3.43,12.43,1,1,2,15,11,1.22,10.74,4.17,4.83,11.65,2.26,14.35,5.0,4.91,11.39,0,3,2,4,-2,-4,1
-1,0,-2,4,2,2.17,15.46,5.21,5.92,10.17,0,4,1.17,10.5,4.0,4.46,10.96,0,0,1,18,16,0.92,10.21,3.54,4.25,10.38,1.96,17.54,5.96,7.21,11.12,0,6,2,4,-2,-4,1
-2,-2,-1,5,8,2.17,17.08,6.17,6.54,10.58,0,3,1.25,7.71,3.12,3.29,10.67,1,3,1,2,3,1.92,17.54,6.04,7.04,12.25,0.67,9.12,2.71,3.54,12.58,0,1,0,2,0,-2,1
1,2,1,6,4,1.5,16.88,6.08,6.08,13.46,0,5,0.88,9.29,2.92,3.58,11.46,2,1,2,10,13,1.21,10.79,3.92,4.0,14.42,1.67,13.75,4.58,4.92,12.46,0,8,1,1,-1,-1,1
-2,-2,-1,17,21,0.79,9.0,2.33,3.83,11.92,0,3,1.12,14.0,4.12,5.92,10.88,2,4,1,7,12,1.67,12.96,5.12,5.38,12.29,1.12,11.75,3.88,5.38,11.33,0,3,-1,-1,1,1,0
-1,1,-1,12,9,1.21,11.54,3.75,4.83,10.71,0,3,1.5,14.79,4.88,7.0,13.33,-1,-3,-1,19,16,1.33,12.17,4.08,5.29,12.96,1.88,13.79,4.96,5.75,12.38,0,7,-3,-4,3,4,1
0,-1,1,20,17,1.0,9.67,3.08,3.54,11.04,0,5,1.75,18.25,6.38,6.5,10.58,-1,-3,-2,13,6,1.0,15.08,4.79,5.33,11.67,1.29,10.21,3.04,4.38,11.21,0,0,-1,-1,1,1,-1
1,1,1,10,7,1.33,13.21,3.42,4.5,11.62,0,5,1.71,13.71,5.08,4.83,12.21,2,2,1,8,14,1.33,10.46,3.25,3.71,11.75,1.21,13.46,4.62,5.54,9.62,0,3,0,1,0,-1,0
-1,-1,-1,13,21,1.08,10.25,3.38,4.42,10.88,1,1,1.46,18.62,6.04,7.25,10.96,2,2,1,1,10,2.12,14.29,5.21,5.46,10.21,0.71,8.42,2.71,4.62,12.79,0,2,-2,-4,2,4,0
1,1,-1,16,11,1.21,10.46,4.08,4.75,11.71,0,5,2.25,14.46,5.0,5.12,11.29,-3,-4,-4,17,1,1.0,10.92,3.33,4.79,11.88,1.71,14.58,4.83,5.67,8.38,0,2,-3,-3,3,3,1
-2,-3,-2,14,15,1.46,11.75,4.29,6.08,10.0,0,1,1.96,13.83,4.83,4.54,13.79,2,2,2,4,5,2.04,16.04,5.46,7.17,10.58,1.21,7.96,2.88,3.42,12.46,0,5,-3,-3,3,3,-1
1,3,0,1,10,2.08,14.24,5.08,5.28,10.24,0,3,0.72,8.32,2.76,4.48,12.76,1,1,1,15,11,1.24,10.44,4.08,4.84,11.52,2.16,14.24,4.84,5.04,11.4,0,5,-1,1,1,-1,1
-1,-3,-2,19,16,1.28,11.92,3.96,5.28,13.0,0,6,1.84,13.52,4.92,5.72,12.28,-1,-2,0,16,21,0.76,9.0,2.36,3.88,12.0,1.08,13.72,4.08,5.76,10.8,0,3,1,1,-1,-1,1
1,3,0,7,12,1.6,12.72,5.04,5.24,12.16,0,3,1.08,11.64,3.84,5.36,11.44,0,-2,-1,20,17,0.96,9.52,3.0,3.64,11.08,1.84,18.12,6.44,6.32,10.72,0,4,1,0,-1,0,1
0,0,-1,19,16,0.88,10.16,3.56,4.4,10.32,1,3,1.96,17.52,6.0,7.04,11.16,0,0,0,11,21,1.08,10.08,3.4,4.28,10.92,1.44,18.4,5.88,7.0,10.96,1,3,-2,-4,2,4,0
1,1,-1,13,13,1.16,10.72,3.88,3.88,14.32,0,5,1.68,14.08,4.84,4.92,12.36,0,2,0,10,7,1.36,13.32,3.44,4.6,11.44,1.72,13.48,5.0,4.84,12.28,0,5,1,1,-1,-1,0
1,1,0,8,14,1.36,10.36,3.24,3.76,11.84,0,4,1.24,13.56,4.6,5.6,9.52,-3,-4,-3,14,15,1.4,11.48,4.16,5.96,9.92,1.96,13.96,4.84,4.64,13.68,0,3,-2,-2,2,2,1
0,1,-1,3,3,1.84,17.12,5.88,6.88,12.32,0,4,0.72,9.44,2.96,3.8,12.64,0,1,1,10,9,1.2,11.36,3.76,4.84,10.68,1.44,14.44,4.72,6.92,13.36,0,3,2,0,-2,0,1
-3,-5,-5,19,1,0.96,10.84,3.24,4.72,11.96,0,4,1.72,14.4,4.8,5.72,8.32,0,-1,1,5,8,2.16,17.08,6.28,6.68,10.72,1.2,7.68,3.08,3.28,10.8,0,4,-1,-2,1,2,1
-1,-3,1,16,1,1.04,10.92,3.38,4.73,11.81,0,2,1.69,14.5,4.88,5.96,8.19,0,-1,0,19,16,0.88,10.35,3.46,4.46,10.23,1.92,17.23,5.88,6.88,11.23,1,2,0,0,0,0,1
-1,-2,-1,5,8,2.12,17.08,6.31,6.88,10.5,0,3,1.27,7.88,3.23,3.35,10.69,-1,1,1,4,2,2.16,15.52,5.28,5.8,10.24,1.12,10.44,4.0,4.6,10.88,0,4,1,0,-1,0,1
2,2,2,6,4,1.52,17.08,6.28,6.04,13.32,0,5,0.84,9.28,2.92,3.48,11.48,-3,-4,-4,15,15,1.38,11.5,4.15,5.96,9.73,1.96,13.92,4.81,4.77,13.62,0,2,1,1,-1,-1,0
-1,-1,-1,10,9,1.15,11.12,3.73,4.85,10.81,0,4,1.54,14.69,4.88,6.96,13.27,-2,-3,-1,18,21,0.73,9.08,2.42,3.81,12.12,1.08,13.77,4.04,5.69,10.88,0,3,0,0,0,0,1
-1,1,-1,16,11,1.23,10.15,4.0,4.69,11.62,0,5,2.19,14.31,4.85,5.15,11.38,-1,-1,0,11,21,1.08,10.08,3.38,4.23,11.0,1.42,18.27,5.69,6.96,10.85,1,4,3,3,-3,-3,1
0,1,0,12,13,1.15,10.65,3.77,3.88,14.46,0,4,1.65,14.04,4.73,4.96,12.42,-1,-1,1,13,6,1.12,15.08,4.92,5.2,11.76,1.24,10.04,2.96,4.44,11.24,0,0,-1,-1,1,1,-1
2,3,1,8,14,1.38,10.46,3.27,3.92,11.85,0,4,1.23,13.5,4.58,5.62,9.35,-1,-1,1,17,16,1.27,12.04,3.92,5.23,13.0,1.77,13.42,4.88,5.58,12.38,0,6,1,2,-1,-2,-1
-1,-2,-2,20,17,0.92,9.54,2.92,3.73,11.27,0,3,1.85,18.19,6.5,6.46,10.69,3,2,3,3,5,2.04,16.08,5.44,7.16,10.6,1.16,7.84,2.8,3.4,12.28,0,5,-3,-5,3,5,-1
1,1,1,3,3,1.92,17.27,6.0,6.92,12.27,0,6,0.69,9.27,2.96,3.85,12.69,2,3,1,7,12,1.62,13.0,5.15,5.42,12.08,1.04,11.58,3.73,5.38,11.62,0,0,0,2,0,-2,1
1,1,0,11,7,1.35,13.31,3.38,4.65,11.54,1,4,1.69,13.31,4.85,4.81,12.5,2,3,1,1,10,2.12,14.31,5.08,5.38,10.27,0.73,8.12,2.73,4.35,12.81,0,3,0,-2,0,2,-1
3,4,4,3,5,2.04,16.0,5.5,7.04,10.35,0,3,1.12,7.96,2.81,3.5,12.23,1,0,1,9,9,1.19,11.19,3.89,4.89,11.0,1.48,14.44,4.78,6.74,13.52,0,4,1,1,-1,-1,0
-2,-4,0,16,15,1.37,11.19,4.04,5.81,9.78,1,2,1.93,14.15,4.89,5.15,13.44,-1,-1,-1,11,7,1.33,13.22,3.33,4.7,11.41,1.7,13.15,4.81,4.78,12.33,1,1,-1,-1,1,1,1
0,1,-1,7,12,1.63,12.81,5.11,5.3,12.15,0,2,1.11,11.89,3.85,5.44,11.52,0,1,-1,8,14,1.33,10.48,3.19,3.96,11.7,1.26,13.37,4.56,5.59,9.44,0,2,1,2,-1,-2,1
-2,-1,-1,19,16,0.89,10.33,3.48,4.44,10.33,0,2,1.96,17.22,5.85,7.0,11.26,1,1,1,15,11,1.3,10.63,4.22,4.85,11.44,2.19,14.0,4.81,5.04,11.44,0,5,-1,0,1,0,1
1,0,1,4,8,2.15,17.11,6.33,6.96,10.41,0,1,1.26,7.85,3.22,3.33,10.85,-1,-1,-1,12,21,1.11,9.93,3.41,4.15,11.07,1.48,18.44,5.85,7.04,10.7,1,3,1,3,-1,-3,1
0,-2,1,14,15,1.43,11.54,4.21,5.79,10.14,1,6,1.93,14.18,4.96,5.18,13.5,-1,-1,-1,15,11,1.29,10.64,4.18,4.93,11.21,2.18,14.04,4.89,4.93,11.54,0,3,2,2,-2,-2,1
1,1,2,17,16,1.3,11.96,3.93,5.22,12.96,0,4,1.7,13.33,4.74,5.56,12.22,-2,0,-1,14,13,1.22,10.85,3.78,3.96,14.52,1.74,14.26,4.96,4.96,12.3,0,7,0,0,0,0,1
1,2,1,7,12,1.68,12.93,5.11,5.25,12.0,0,3,1.07,11.64,3.79,5.46,11.54,0,0,1,18,16,0.93,10.5,3.61,4.36,10.46,1.93,17.0,5.75,7.0,11.04,0,4,-1,1,1,-1,1
0,0,0,9,9,1.14,10.96,3.82,4.75,11.0,0,4,1.43,14.36,4.64,6.79,13.32,2,3,2,1,10,2.11,14.11,5.04,5.33,10.19,0.74,8.22,2.7,4.41,12.63,0,2,0,-2,0,2,-1
-3,-2,-3,20,17,0.89,9.59,2.93,3.81,11.26,0,3,1.85,18.04,6.52,6.37,10.44,-2,-3,-2,13,21,1.11,9.96,3.32,4.04,11.25,1.5,18.14,5.75,7.18,10.75,0,4,0,0,0,0,0
-1,0,-2,8,14,1.29,10.29,3.14,4.04,11.71,0,2,1.32,13.46,4.57,5.54,9.39,-1,-1,-1,6,2,2.12,15.19,5.19,5.69,10.42,1.19,10.73,4.12,4.77,10.77,0,5,-1,-3,1,3,1
-2,-1,-2,12,7,1.36,13.29,3.46,4.75,11.54,0,2,1.75,13.43,4.96,4.79,12.61,1,-1,2,17,1,1.11,11.15,3.44,4.93,11.81,1.67,14.33,4.85,5.89,8.37,0,1,-2,-2,2,2,-1
2,4,0,3,5,1.96,15.85,5.33,7.07,10.26,0,1,1.07,7.85,2.78,3.41,12.19,1,1,2,4,8,2.14,16.86,6.21,7.11,10.46,1.25,7.96,3.14,3.25,11.04,0,3,-3,-3,3,3,0
-2,-3,-2,19,21,0.7,9.04,2.41,3.7,12.41,0,3,1.11,13.74,4.19,5.7,11.07,2,2,0,7,4,1.5,17.19,6.31,6.38,13.15,0.85,9.04,2.85,3.42,11.46,0,4,-1,-1,1,1,-1
1,2,2,3,3,1.96,17.37,6.04,6.93,12.15,0,3,0.74,9.22,3.0,3.78,12.74,1,1,2,10,6,1.23,15.27,5.15,5.19,11.65,1.31,10.27,3.0,4.5,11.42,0,2,1,2,-1,-2,1
-2,-2,0,13,21,1.07,10.21,3.31,4.07,11.1,0,3,1.45,18.0,5.72,7.03,10.86,3,3,3,2,3,1.96,17.18,6.04,6.86,12.14,0.75,9.18,3.0,3.68,12.75,0,4,-2,-2,2,2,-1
3,4,3,1,10,2.11,14.32,5.11,5.54,10.21,0,3,0.75,8.11,2.64,4.43,12.75,3,1,3,16,16,1.29,11.79,3.79,5.14,12.79,1.64,13.07,4.64,5.43,12.32,0,1,1,3,-1,-3,-1
-1,-2,-1,18,16,0.9,10.34,3.48,4.48,10.34,1,3,2.0,16.9,5.83,6.93,10.97,-3,-3,-3,12,7,1.38,13.52,3.59,4.79,11.48,1.79,13.34,4.97,4.79,12.66,0,2,-2,-2,2,2,1
3,1,3,16,1,1.18,11.14,3.5,4.93,11.89,0,2,1.68,14.54,4.93,5.89,8.43,0,0,-1,9,9,1.14,10.76,3.72,4.76,11.17,1.45,14.55,4.72,6.93,13.24,1,7,1,1,-1,-1,1
2,2,0,4,8,2.1,16.72,6.14,7.14,10.34,0,5,1.24,8.14,3.14,3.45,11.14,1,2,2,6,12,1.76,12.97,5.21,5.24,11.9,1.03,11.45,3.66,5.55,11.38,0,3,2,2,-2,-2,1
2,3,1,5,4,1.56,17.07,6.3,6.26,12.96,0,4,0.85,9.07,2.85,3.59,11.37,-1,0,1,8,14,1.34,10.34,3.31,4.03,11.48,1.31,13.38,4.48,5.52,9.28,0,3,1,0,-1,0,0
1,-1,-1,11,6,1.22,15.0,5.07,5.04,11.7,0,5,1.33,10.33,3.11,4.52,11.44,2,0,2,12,15,1.45,11.55,4.28,5.66,10.14,1.86,14.03,4.83,5.14,13.34,0,4,1,1,-1,-1,0
-2,-2,-2,16,13,1.18,10.68,3.71,3.89,14.54,0,5,1.71,14.0,4.79,4.89,12.14,-2,-2,0,20,17,0.86,9.75,3.0,3.79,11.36,1.79,18.0,6.39,6.32,10.32,0,3,0,0,0,0,1
-1,-3,-2,7,2,2.07,15.04,5.07,5.67,10.26,0,2,1.26,10.78,4.26,4.74,10.56,1,3,0,4,5,1.93,15.75,5.25,7.14,10.39,1.07,8.04,2.82,3.57,12.0,0,4,0,1,0,-1,0
-1,-1,-2,17,11,1.24,10.62,4.07,4.9,11.14,0,3,2.17,13.97,4.93,4.83,11.48,-3,-4,-3,19,21,0.71,9.07,2.43,3.86,12.29,1.18,13.75,4.25,5.61,10.96,0,3,-1,-1,1,1,0
-2,-3,-1,15,21,1.03,10.3,3.27,4.03,11.03,0,3,1.47,18.03,5.77,7.03,10.7,-2,-2,-2,9,9,1.1,10.73,3.67,4.73,11.17,1.47,14.83,4.9,7.03,13.03,1,8,0,-1,0,1,1
3,3,4,14,1,1.21,11.55,3.72,5.1,11.72,0,2,1.62,14.38,4.83,5.83,8.52,-2,-4,-1,20,17,0.83,9.79,3.0,3.97,11.24,1.76,18.17,6.52,6.55,10.38,0,5,1,1,-1,-1,1
