Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Home_Goals_Against_Per_Game,Home_Shots_Against_Per_Game,Home_SOT_Against_Per_Game,Home_Corners_Against_Per_Game,Home_Fouls_Against_Per_Game,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Goals_Against_Per_Game,Away_Shots_Against_Per_Game,Away_SOT_Against_Per_Game,Away_Corners_Against_Per_Game,Away_Fouls_Against_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Match_Result
1,-1,1,11,13,1.14,11.64,5.81,4.69,10.75,0,1,1.47,12.67,6.83,5.69,10.39,0,-1,1,18,15,1.14,9.69,5.44,6.36,11.31,1.72,13.22,7.61,5.0,11.75,0,6,-1,-1,1,1,-1
0,0,-1,13,21,1.44,13.78,7.53,5.03,10.22,1,4,1.89,11.97,6.56,5.53,10.61,0,2,1,7,8,1.39,13.19,7.58,6.31,12.17,1.22,11.44,6.11,4.83,13.61,0,6,1,1,-1,-1,1
-1,-1,-1,3,3,1.92,15.53,8.92,6.56,11.61,0,4,1.08,8.72,4.86,5.08,10.69,-1,1,0,14,6,1.25,11.61,6.33,6.36,11.53,1.61,13.22,7.31,6.44,11.89,0,3,2,2,-2,-2,-1
-2,-2,-1,17,10,1.0,8.69,4.17,3.94,10.47,2,7,1.5,14.53,8.0,6.56,11.75,1,0,-1,12,12,1.25,11.89,6.53,5.06,11.61,1.14,12.31,6.42,5.31,11.69,0,5,0,0,0,0,-1
1,3,-1,2,1,1.86,16.69,9.11,6.75,10.39,0,7,0.83,10.11,5.53,3.78,10.94,0,-1,1,14,21,1.42,11.28,6.47,5.33,11.72,1.44,11.11,6.25,4.42,13.14,0,3,0,0,0,0,0
3,4,3,5,7,1.64,12.67,7.28,5.5,11.42,0,3,1.14,10.86,5.47,4.39,11.39,-2,-2,-1,6,4,1.42,14.72,8.36,6.78,9.69,1.25,12.86,6.78,4.86,12.94,0,4,-1,-1,1,1,-1
-1,-1,0,19,16,1.0,11.67,6.5,4.33,12.36,0,2,1.64,11.61,6.44,5.56,11.14,-2,-4,0,20,17,1.14,12.19,6.22,4.86,10.81,1.78,14.81,8.33,7.22,9.97,0,4,-1,-1,1,1,1
1,1,1,4,5,1.53,12.36,7.14,6.08,12.17,0,3,0.92,11.44,5.97,5.14,10.94,2,1,1,11,11,1.28,10.97,5.47,5.08,11.06,1.22,11.94,6.61,5.25,10.44,0,1,1,1,-1,-1,1
0,1,1,12,6,1.27,11.51,6.3,6.24,11.49,0,6,1.59,13.51,7.51,6.62,11.81,1,2,-1,6,7,1.59,12.59,7.14,5.65,11.46,1.16,10.78,5.43,4.41,11.27,0,4,-1,-1,1,1,1
-3,-3,-4,10,14,1.41,13.03,7.22,5.3,12.68,0,5,1.46,13.41,7.19,6.57,10.62,1,3,2,3,5,1.57,12.46,7.19,6.03,12.0,0.89,11.24,5.86,5.08,10.89,0,1,-2,-2,2,2,-1
0,0,-1,7,8,1.35,13.46,7.65,6.46,12.08,1,6,1.22,11.51,6.19,4.76,13.65,0,2,0,2,1,1.86,16.65,9.05,6.76,10.57,0.86,10.19,5.62,3.78,11.0,0,8,1,1,-1,-1,1
1,2,1,9,12,1.27,12.05,6.59,5.05,11.7,0,10,1.11,12.16,6.3,5.3,11.57,-1,-2,-2,4,3,1.89,15.76,9.08,6.73,11.54,1.11,8.7,4.86,5.0,10.68,0,3,-3,-3,3,3,0
0,1,0,1,2,2.0,14.19,8.08,6.41,10.49,0,2,0.95,10.24,5.03,4.43,10.05,1,0,1,19,21,1.43,11.68,6.16,4.81,10.76,2.0,16.54,9.24,6.97,10.24,0,4,1,1,-1,-1,1
0,0,0,13,21,1.43,11.32,6.54,5.3,11.76,0,3,1.46,11.22,6.27,4.49,13.24,1,0,1,11,21,1.43,13.78,7.57,4.95,10.35,1.84,12.27,6.65,5.7,10.57,0,3,-1,-1,1,1,0
0,1,-1,12,11,1.24,10.78,5.38,5.03,11.0,0,4,1.27,12.05,6.68,5.22,10.32,1,1,1,18,16,1.05,11.86,6.59,4.49,12.22,1.65,11.65,6.54,5.57,11.11,0,1,0,0,0,0,-1
0,-1,1,5,4,1.43,14.54,8.24,6.73,9.62,0,2,1.22,12.78,6.65,5.03,12.95,-2,-4,-2,18,10,0.97,8.65,4.11,3.97,10.38,1.51,14.62,8.03,6.51,11.84,1,4,1,1,-1,-1,1
-2,-4,-1,20,17,1.16,12.22,6.32,4.89,10.78,0,4,1.81,14.92,8.38,7.3,9.89,-1,-1,-1,14,13,1.14,11.7,5.89,4.7,10.68,1.51,12.59,6.81,5.68,10.62,0,0,0,0,0,0,-1
2,1,2,17,15,1.19,9.7,5.46,6.32,11.51,0,3,1.7,13.24,7.65,5.0,11.65,1,-1,0,16,9,1.16,10.05,4.89,4.65,12.05,1.54,14.35,8.57,7.05,11.14,0,3,-2,-2,2,2,-1
0,-2,-1,13,9,1.1,10.05,4.7,5.5,10.75,0,3,1.3,12.6,7.25,7.15,9.55,-1,0,-2,11,7,1.0,13.0,6.75,5.45,11.95,1.2,9.8,5.3,4.25,10.35,0,4,1,1,-1,-1,0
0,-2,-1,20,15,1.45,11.25,6.35,4.3,11.8,0,4,2.15,14.8,7.9,6.95,9.45,1,1,1,13,8,1.1,13.85,8.45,4.75,9.5,1.3,14.7,8.35,5.65,10.5,0,0,-1,-1,1,1,1
0,0,1,4,2,1.95,16.45,9.0,6.0,10.5,0,3,1.25,10.45,6.0,3.7,11.65,2,2,2,12,11,1.35,13.05,7.65,4.95,10.6,1.15,13.3,7.35,6.05,9.6,0,1,1,3,-1,-3,1
0,1,-1,6,6,1.2,16.55,8.85,8.85,9.9,0,2,0.9,11.2,5.9,4.0,10.6,1,1,1,8,13,1.1,9.1,4.1,4.9,11.5,1.55,12.45,7.75,6.85,10.05,0,3,-1,0,1,0,0
-1,1,-2,2,1,2.45,15.65,9.8,7.1,9.15,0,4,1.0,13.4,7.65,4.55,10.0,0,0,1,19,12,1.25,11.2,7.5,5.05,11.05,2.15,15.65,9.3,6.95,9.2,0,3,2,4,-2,-4,1
2,3,2,3,5,1.9,16.8,10.45,7.25,8.7,0,1,1.0,12.85,7.45,5.3,9.7,-1,-2,-1,17,17,1.1,11.75,6.45,5.1,9.2,1.8,15.4,9.85,7.4,11.4,0,3,2,0,-2,0,0
-2,0,-2,15,10,0.95,11.35,6.15,4.65,10.55,0,5,1.4,14.0,7.6,5.75,9.4,0,0,1,9,21,1.5,11.8,6.5,4.35,9.35,1.75,15.5,8.65,6.1,8.85,0,1,1,1,-1,-1,-1
1,0,1,7,14,1.45,12.0,6.85,4.9,10.75,0,3,1.25,12.55,6.55,5.0,11.55,-2,-4,-2,18,21,0.95,12.4,6.35,5.15,9.85,1.75,14.5,8.45,6.5,12.95,1,4,0,0,0,0,1
1,0,1,14,21,1.0,10.0,5.5,5.3,8.3,0,5,1.15,13.9,7.45,6.25,11.35,0,0,-1,6,4,1.8,15.7,9.5,7.85,9.6,1.4,10.3,5.4,3.5,10.5,1,3,-1,-1,1,1,1
-2,-2,-1,20,16,0.9,12.25,6.9,5.65,11.8,1,4,2.05,14.0,8.0,6.3,10.2,0,2,1,2,3,2.8,17.3,10.25,5.95,10.9,0.8,10.15,5.9,4.8,8.85,1,2,-3,-4,3,4,-1
0,0,-1,19,12,1.19,11.19,7.38,4.95,10.86,0,4,2.19,15.81,9.29,7.14,9.1,0,0,0,7,6,1.14,16.38,8.67,8.95,9.71,0.86,10.81,5.67,3.86,10.62,0,2,-3,-5,3,5,1
-2,-1,0,11,7,1.0,12.71,6.62,5.33,11.9,0,4,1.19,10.14,5.57,4.48,10.43,1,0,1,18,15,1.52,11.43,6.57,4.1,11.9,2.1,14.9,7.86,7.05,9.52,1,3,1,3,-1,-3,0
0,-1,-1,14,8,1.1,14.0,8.38,4.95,9.57,0,1,1.38,14.71,8.48,5.38,10.67,1,1,2,5,14,1.43,11.86,6.71,4.81,10.48,1.19,12.67,6.67,4.86,11.43,0,1,0,0,0,0,1
2,1,2,9,21,1.52,11.57,6.38,4.38,9.57,0,2,1.71,15.52,8.62,6.29,8.71,1,1,2,4,2,1.9,16.67,9.05,6.1,10.43,1.19,10.38,5.9,3.62,11.52,0,5,-1,-1,1,1,0
-3,-4,-3,19,21,0.9,12.52,6.48,5.0,9.81,1,6,1.71,14.24,8.24,6.33,12.57,-2,-3,-2,20,16,0.86,12.0,6.76,5.57,12.0,2.0,13.9,8.0,6.24,10.43,0,4,-1,-1,1,1,1
1,0,0,8,13,1.05,8.81,3.95,4.71,11.48,0,4,1.48,12.48,7.62,7.05,9.86,-3,-2,-3,15,10,0.95,11.57,6.24,4.9,10.33,1.43,13.67,7.43,5.71,9.62,0,5,2,2,-2,-2,-1
1,2,-1,15,11,1.29,12.86,7.48,4.81,10.52,0,1,1.14,13.67,7.48,6.14,9.57,2,1,2,11,21,1.1,9.95,5.48,5.48,8.33,1.19,13.9,7.52,6.05,11.24,0,4,0,0,0,0,1
-1,-1,0,19,17,1.1,11.43,6.29,4.9,9.33,0,6,1.76,15.71,9.86,7.43,11.14,0,-1,0,15,9,1.1,10.38,5.0,5.67,10.81,1.29,12.33,7.1,6.95,9.62,0,3,0,0,0,0,-1
-1,0,-2,6,4,1.81,15.62,9.48,7.57,9.57,1,1,1.48,10.24,5.38,3.76,10.43,-1,1,1,2,1,2.48,15.81,9.76,7.29,9.05,0.95,13.29,7.52,4.48,9.86,0,2,-1,-3,1,3,-1
1,2,2,2,3,2.71,17.05,10.14,5.9,11.1,1,4,0.76,10.0,5.81,4.76,9.19,2,3,0,3,5,1.86,17.05,10.43,7.29,8.57,1.0,12.48,7.24,5.1,9.81,0,2,2,0,-2,0,1
-1,-1,0,14,7,1.0,12.82,6.68,5.32,12.05,0,3,1.18,10.32,5.68,4.64,10.55,3,2,3,1,3,2.73,16.86,10.0,6.05,10.91,0.82,10.09,5.86,4.73,9.23,0,5,1,3,-1,-3,1
1,1,2,2,1,2.45,15.5,9.55,7.18,8.91,0,2,0.95,13.23,7.45,4.27,10.09,0,0,-1,8,13,1.05,8.86,3.91,4.73,11.41,1.5,12.59,7.55,6.77,9.86,0,3,2,4,-2,-4,1
1,1,-1,14,21,1.05,10.0,5.41,5.41,8.23,0,0,1.23,13.59,7.27,5.86,11.14,2,1,0,4,2,1.82,16.77,9.05,6.32,10.14,1.14,10.14,5.77,3.5,11.23,0,3,-1,-1,1,1,0
0,1,-1,3,5,1.86,16.82,10.27,7.14,8.64,0,2,1.09,12.5,7.23,5.27,9.68,-3,-4,-3,20,16,0.86,11.86,6.64,5.36,12.14,2.05,14.0,8.0,6.27,10.41,0,5,0,2,0,-2,1
-2,-2,-1,19,17,1.14,11.5,6.41,5.23,9.41,1,4,1.82,15.5,9.64,7.23,11.0,-2,-1,-1,7,6,1.14,16.14,8.64,8.77,9.86,0.95,11.0,5.77,3.91,10.59,0,2,-1,-2,1,2,-1
0,1,1,11,9,1.18,10.41,5.0,5.55,10.68,0,1,1.32,12.36,7.18,7.18,9.68,-1,-2,1,16,21,1.0,12.68,6.55,5.09,9.82,1.68,14.0,8.05,6.09,12.68,0,6,0,0,0,0,0
0,1,0,18,15,1.5,11.55,6.64,4.27,11.95,1,3,2.05,14.91,7.86,6.95,9.77,1,1,-1,6,14,1.45,12.0,6.82,4.86,10.55,1.36,12.55,6.68,4.73,11.27,0,4,0,0,0,0,-1
1,0,1,17,12,1.27,11.36,7.41,4.95,10.82,0,1,2.14,15.59,9.23,7.05,9.27,-3,-2,-3,7,4,1.77,15.45,9.32,7.23,9.82,1.5,10.18,5.36,3.82,10.23,0,5,-1,-3,1,3,0
1,1,1,14,8,1.27,13.82,8.32,4.82,9.5,0,1,1.41,14.73,8.5,5.41,10.73,-1,-2,1,15,10,1.0,11.73,6.23,4.73,10.32,1.41,13.5,7.23,5.68,9.64,0,0,0,0,0,0,0
1,2,1,13,11,1.32,12.59,7.23,4.68,10.45,0,1,1.09,13.55,7.32,6.05,9.41,2,1,0,9,21,1.45,11.27,6.23,4.23,9.36,1.64,15.68,8.64,6.5,8.5,0,1,-1,-1,1,1,1
-2,-2,0,7,4,1.7,15.48,9.22,7.17,9.83,0,6,1.43,10.35,5.48,3.91,10.13,0,0,-1,18,15,1.43,12.04,6.87,4.7,11.83,2.04,14.65,7.74,6.74,10.09,0,3,0,0,0,0,1
1,1,-1,2,3,2.61,16.87,10.04,6.17,10.83,0,4,0.83,10.04,5.78,4.65,9.35,0,1,0,13,8,1.26,13.78,8.22,4.96,9.35,1.39,14.74,8.61,5.48,10.57,0,1,1,2,-1,-2,1
0,1,-1,10,21,1.39,11.3,6.13,4.3,9.57,0,1,1.7,15.43,8.52,6.35,8.39,0,1,0,17,12,1.22,11.48,7.43,5.0,10.7,2.04,15.61,9.13,7.0,9.3,0,1,1,1,-1,-1,1
0,-2,0,16,21,1.04,12.26,6.39,5.0,9.91,0,3,1.7,14.39,8.35,6.22,12.26,-2,-3,-2,19,17,1.09,11.22,6.17,5.22,9.26,1.87,15.83,9.83,7.09,10.87,1,2,1,1,-1,-1,-1
-2,-1,-2,10,13,1.0,8.83,3.87,4.61,11.52,0,3,1.52,12.52,7.52,6.87,9.83,1,3,2,9,11,1.39,12.48,7.17,4.61,10.26,1.04,13.48,7.17,6.04,9.61,0,1,-1,0,1,0,-1
0,-2,0,15,10,1.0,11.87,6.43,4.83,10.17,0,0,1.39,13.48,7.17,5.78,9.48,0,1,0,14,21,1.04,9.87,5.39,5.22,8.3,1.22,13.87,7.39,6.09,11.48,0,2,-1,-1,1,1,-1
-3,-4,-4,20,16,0.87,11.78,6.61,5.13,11.91,0,3,2.09,14.26,8.22,6.22,10.26,1,-1,1,12,7,1.0,12.65,6.57,5.22,12.04,1.13,10.61,5.91,4.83,10.48,0,3,-1,-3,1,3,0
1,1,0,4,2,1.78,16.91,9.09,6.52,10.52,1,3,1.13,10.0,5.74,3.39,11.17,3,1,3,2,1,2.43,15.3,9.43,7.26,8.91,0.91,13.0,7.26,4.17,10.26,0,3,-1,1,1,-1,0
1,1,1,6,14,1.48,11.87,6.74,4.74,10.83,0,6,1.3,13.0,6.91,5.13,11.17,1,1,0,13,9,1.22,10.96,5.43,5.7,10.35,1.35,11.96,7.0,7.0,9.78,0,0,0,0,0,0,1
0,0,1,7,6,1.22,16.43,8.87,8.57,9.78,0,5,0.91,10.74,5.57,3.96,10.39,0,2,1,3,5,1.91,16.96,10.39,7.04,8.57,1.09,12.39,7.17,5.04,9.57,0,1,-3,-3,3,3,0
-2,-2,-2,19,15,1.42,11.67,6.71,4.54,11.92,1,4,2.25,14.88,7.88,6.92,10.04,0,-2,-1,17,21,1.04,12.29,6.46,5.08,9.79,1.71,14.38,8.25,6.08,12.33,1,1,0,0,0,0,1
0,0,-1,19,12,1.17,11.42,7.38,5.08,10.5,0,1,2.04,15.88,9.12,6.88,9.17,-2,-4,0,20,16,0.88,11.38,6.38,5.08,11.92,2.04,14.0,8.04,6.08,10.17,0,3,1,2,-1,-2,-1
1,0,0,12,7,1.0,12.46,6.46,5.12,11.88,0,1,1.12,10.25,5.71,4.79,10.54,0,2,0,4,2,1.83,17.0,9.12,6.5,10.67,1.21,10.17,5.92,3.5,11.25,1,5,0,1,0,-1,1
0,0,-1,14,8,1.21,13.67,8.21,5.0,9.25,0,4,1.46,14.79,8.67,5.42,10.46,-3,-2,-3,11,13,0.96,8.83,3.96,4.62,11.54,1.5,12.17,7.29,6.79,9.67,1,3,1,-1,-1,1,1
2,2,0,2,1,2.46,15.25,9.46,7.21,9.08,0,2,1.0,13.25,7.38,4.25,10.42,0,-1,0,7,6,1.17,16.38,8.92,8.5,9.62,0.88,10.67,5.58,3.96,10.42,0,5,0,0,0,0,1
3,3,3,8,11,1.38,12.12,6.96,4.62,10.08,0,2,1.0,13.29,7.12,6.0,9.71,0,-2,1,6,4,1.92,15.67,9.29,7.33,9.79,1.42,10.04,5.38,3.79,10.29,0,3,-1,-1,1,1,-1
0,2,1,13,21,1.08,10.08,5.5,5.29,8.21,0,3,1.21,14.04,7.54,6.17,11.46,0,2,1,10,21,1.42,11.75,6.25,4.29,9.42,1.62,15.21,8.42,6.38,8.29,0,1,-1,-1,1,1,-1
0,1,0,3,5,1.83,16.62,10.21,6.92,8.67,0,2,1.04,12.5,7.29,5.12,9.42,1,3,2,6,14,1.5,12.04,6.79,4.71,10.62,1.29,13.0,6.96,5.08,11.17,0,3,1,1,-1,-1,1
0,-1,-1,14,9,1.21,11.04,5.54,5.62,10.38,0,2,1.38,12.12,7.04,6.88,9.62,1,3,1,2,3,2.62,16.83,10.04,6.08,10.71,0.79,10.08,5.88,4.71,9.25,0,3,-1,-2,1,2,-1
-1,-2,1,17,17,1.12,11.33,6.17,5.12,9.46,0,4,1.83,15.71,9.75,7.08,10.71,0,-2,-1,15,10,1.0,12.12,6.62,4.96,10.21,1.42,13.54,7.21,5.83,9.33,0,2,0,0,0,0,-1
-1,0,-1,5,2,1.76,16.64,9.04,6.4,10.72,0,5,1.24,10.16,5.96,3.44,11.32,-2,-2,-2,19,12,1.16,11.48,7.4,5.16,10.84,2.04,15.64,9.0,6.88,9.2,0,3,3,5,-3,-5,1
1,3,2,1,3,2.56,16.84,10.04,6.16,10.48,0,1,0.76,10.04,5.84,4.72,9.48,-1,0,1,16,15,1.48,11.48,6.64,4.56,11.88,2.24,15.28,8.08,6.88,10.04,1,4,2,4,-2,-4,1
1,1,-1,6,14,1.44,11.84,6.64,4.64,10.56,0,2,1.44,13.2,7.04,5.04,11.0,-1,-2,-1,17,17,1.12,11.28,6.24,5.4,9.32,1.96,16.12,10.0,7.12,10.72,0,4,2,2,-2,-2,0
-2,-2,-2,18,21,1.08,12.8,6.72,5.12,9.8,1,1,1.76,14.08,8.12,6.04,12.28,0,0,1,11,8,1.24,13.56,8.04,5.0,9.36,1.44,14.68,8.48,5.36,10.28,0,4,-1,-1,1,1,-1
0,0,1,14,10,1.16,12.68,7.0,5.08,10.24,0,2,1.4,13.4,7.24,6.08,9.2,1,1,-1,10,11,1.36,11.96,6.88,4.72,9.96,1.04,13.16,7.16,5.88,9.6,0,3,2,2,-2,-2,1
0,-2,1,20,16,0.92,11.32,6.36,5.16,11.84,0,4,2.0,13.96,8.04,6.12,10.52,-2,-1,-2,15,9,1.16,10.96,5.52,5.6,10.56,1.36,12.32,7.16,6.92,9.44,0,5,-2,-2,2,2,0
2,0,2,6,4,1.92,15.44,9.24,7.16,9.68,0,3,1.4,9.96,5.36,3.92,10.16,2,1,1,3,5,1.96,16.68,10.16,6.8,8.6,1.0,12.28,7.12,5.04,9.4,0,4,-2,-2,2,2,1
1,2,2,8,21,1.48,12.0,6.44,4.44,9.52,0,2,1.64,15.24,8.44,6.36,8.2,2,4,1,2,1,2.44,15.08,9.32,7.08,9.12,1.0,13.08,7.32,4.2,10.44,0,2,-1,-1,1,1,-1
-3,-4,-4,13,13,0.96,8.96,3.96,4.6,11.32,1,2,1.52,12.12,7.16,6.72,9.76,0,0,-1,14,21,1.12,10.32,5.64,5.32,8.12,1.28,14.2,7.68,6.24,11.48,0,1,-1,-1,1,1,1
-1,-2,-1,17,15,1.42,11.12,6.46,4.5,11.81,0,3,2.27,15.46,8.27,7.0,9.88,-2,-1,0,15,9,1.12,10.92,5.42,5.65,10.46,1.31,12.38,7.12,7.19,9.38,0,7,-1,1,1,-1,0
0,-1,-1,7,6,1.16,16.08,8.8,8.28,9.68,0,3,0.92,10.68,5.6,3.96,10.4,3,2,3,4,4,2.04,15.65,9.38,7.15,9.88,1.42,9.88,5.31,3.96,10.23,0,4,1,-1,-1,1,-1
3,3,3,1,3,2.58,16.96,10.15,6.31,10.31,0,0,0.73,9.73,5.69,4.65,9.5,-3,-2,-3,19,12,1.12,11.35,7.15,5.23,10.92,2.08,16.0,9.27,7.15,9.12,0,4,3,4,-3,-4,1
-3,-2,-3,18,21,1.04,12.96,6.77,5.15,10.08,1,2,1.73,13.81,7.92,6.0,12.27,2,2,1,12,7,1.04,12.36,6.48,5.0,11.92,1.08,10.16,5.76,4.76,10.6,0,0,1,1,-1,-1,0
-1,-3,1,12,13,1.0,8.96,4.04,4.73,11.38,0,3,1.46,12.08,7.12,6.62,9.65,1,0,-1,8,21,1.46,12.15,6.46,4.42,9.5,1.65,15.08,8.46,6.27,8.27,0,3,0,0,0,0,1
1,2,2,13,10,1.27,12.88,7.23,5.15,10.08,0,1,1.35,13.27,7.12,5.85,9.15,0,0,1,5,2,1.81,16.96,9.31,6.69,10.58,1.19,10.08,5.77,3.58,11.38,0,3,-3,-3,3,3,1
1,-1,0,20,16,0.88,11.42,6.35,5.5,11.69,0,2,1.92,13.81,7.85,6.15,10.42,-1,-2,-2,15,21,1.08,10.35,5.65,5.27,8.08,1.31,14.0,7.62,6.31,11.54,0,0,0,0,0,0,-1
1,2,2,12,8,1.23,13.31,7.85,5.0,9.46,0,5,1.38,14.77,8.46,5.38,10.54,0,-2,0,17,17,1.15,11.12,6.23,5.31,9.27,1.96,16.0,9.92,6.96,10.62,0,2,0,-1,0,1,1
0,0,0,6,14,1.46,11.88,6.69,4.58,10.46,0,2,1.46,12.96,7.0,4.96,10.88,-1,1,-2,13,11,1.31,11.88,6.77,4.54,9.88,1.15,13.35,7.38,5.92,9.46,0,3,2,2,-2,-2,0
0,0,-1,3,5,1.96,16.35,9.92,6.73,8.73,1,5,1.15,12.62,7.35,5.12,9.62,2,4,2,2,1,2.42,14.92,9.31,6.96,9.15,1.0,13.19,7.31,4.19,10.38,0,3,-2,-4,2,4,-1
-1,-2,0,15,9,1.11,11.15,5.67,5.74,10.26,0,4,1.3,12.48,7.19,7.07,9.37,3,2,3,8,8,1.37,13.74,8.26,5.07,9.37,1.33,14.52,8.26,5.44,10.48,0,5,0,2,0,-2,1
-3,-4,-4,19,12,1.07,11.22,7.07,5.19,10.81,0,1,2.07,16.26,9.3,7.15,9.26,-2,-3,0,18,21,1.04,13.3,6.89,5.22,10.3,1.7,13.59,7.81,6.04,12.37,1,2,1,1,-1,-1,1
-1,-1,-1,5,2,1.74,16.81,9.19,6.63,10.56,0,1,1.19,10.41,5.96,3.96,11.3,1,-1,2,9,13,1.0,9.04,4.15,4.85,11.33,1.41,11.89,7.04,6.44,9.89,0,1,1,3,-1,-3,1
1,2,0,13,7,1.04,12.19,6.42,5.08,12.04,0,2,1.08,10.62,5.92,4.85,10.81,-1,0,-2,3,5,1.93,16.41,9.89,6.74,8.7,1.22,12.37,7.26,5.04,9.63,1,4,0,-1,0,1,1
-2,0,0,13,11,1.3,11.7,6.74,4.52,10.04,1,4,1.15,13.74,7.56,6.41,9.63,-2,-2,-2,7,6,1.15,15.92,8.62,8.42,9.73,0.96,10.65,5.65,3.81,10.35,0,1,-1,-1,1,1,1
-2,-2,-1,18,17,1.11,11.0,6.11,5.37,9.26,0,3,2.07,16.33,10.26,6.96,10.48,0,-2,0,17,15,1.41,11.26,6.56,4.48,11.7,2.22,15.52,8.41,7.04,9.7,0,3,-1,-2,1,2,-1
3,4,3,2,1,2.44,14.59,9.15,6.81,9.19,0,4,1.0,13.37,7.37,4.3,10.3,3,2,3,13,10,1.26,13.11,7.37,5.48,10.04,1.3,13.26,7.07,5.81,9.19,0,4,2,2,-2,-2,1
-1,-1,-2,12,21,1.41,11.96,6.41,4.33,9.74,0,3,1.63,14.93,8.41,6.33,8.33,0,-1,-1,20,16,0.85,11.52,6.41,5.59,11.81,1.93,13.74,7.85,6.07,10.3,0,2,0,0,0,0,0
-1,0,1,15,21,1.11,10.41,5.74,5.22,8.04,1,2,1.26,14.0,7.63,6.37,11.67,3,3,4,2,3,2.56,17.19,10.15,6.33,10.41,0.7,9.67,5.67,4.63,9.44,0,0,-1,-1,1,1,1
3,4,4,4,4,2.04,15.44,9.3,6.89,9.85,0,4,1.41,9.96,5.26,4.26,10.26,-1,1,0,6,14,1.44,12.33,6.89,5.11,10.59,1.44,12.74,6.96,4.93,11.0,0,6,-1,-1,1,1,1
-3,-2,-3,7,6,1.11,15.67,8.48,8.19,9.93,0,1,0.96,10.48,5.48,3.78,10.44,2,3,1,9,7,1.04,12.07,6.37,4.89,12.07,1.04,11.0,6.04,4.96,10.81,0,4,0,2,0,-2,1
1,1,-1,10,8,1.32,13.43,8.0,5.04,9.43,0,1,1.32,14.68,8.25,5.61,10.43,1,1,2,13,21,1.11,10.32,5.71,5.29,8.07,1.21,14.14,7.82,6.46,11.75,1,2,-1,-1,1,1,-1
-1,0,0,20,16,0.86,11.75,6.5,5.57,11.64,0,6,1.89,13.71,7.79,5.96,10.36,1,1,-1,14,10,1.21,12.86,7.21,5.46,10.14,1.32,13.5,7.14,5.89,9.04,1,4,2,2,-2,-2,0
-1,-1,-1,6,14,1.43,12.07,6.75,5.04,10.64,0,8,1.46,13.04,7.18,4.96,11.0,-2,0,0,12,21,1.39,12.0,6.39,4.29,9.82,1.61,15.04,8.43,6.29,8.29,0,6,-1,-1,1,1,1
-2,-2,-2,18,17,1.07,11.11,6.14,5.29,9.29,0,3,2.07,16.18,10.18,6.86,10.46,3,4,4,1,1,2.43,14.79,9.14,6.86,9.04,0.96,13.11,7.21,4.32,10.39,0,2,-1,-3,1,3,-1
0,0,1,16,15,1.43,11.29,6.61,4.46,11.64,0,3,2.14,15.46,8.36,6.89,9.71,0,0,1,9,11,1.29,11.5,6.54,4.46,10.14,1.11,13.57,7.46,6.25,9.82,1,4,-2,-3,2,3,1
0,1,-1,10,7,1.0,11.82,6.25,4.86,11.89,0,6,1.11,11.14,6.18,4.93,10.64,3,5,5,4,4,2.04,15.64,9.43,6.86,9.89,1.39,9.79,5.18,4.21,10.32,0,3,-3,-4,3,4,-1
1,3,-1,2,3,2.46,17.21,10.25,6.43,10.54,0,2,0.71,9.61,5.64,4.71,9.43,1,0,1,5,2,1.71,16.96,9.25,6.89,10.61,1.14,10.32,5.86,3.86,11.43,0,2,-1,1,1,-1,1
-2,-4,-1,19,21,1.04,13.43,7.04,5.25,10.39,0,3,1.71,13.5,7.79,6.18,12.39,-1,-2,1,7,6,1.18,15.64,8.54,8.04,9.79,0.93,10.29,5.39,3.79,10.32,0,2,-1,-1,1,1,1
-3,-2,-3,4,5,1.86,16.57,9.86,6.79,8.79,0,3,1.21,12.25,7.18,4.86,9.75,1,-1,-1,13,13,0.96,9.0,4.11,4.71,11.46,1.39,12.21,7.18,6.71,9.96,1,2,1,1,-1,-1,0
3,5,6,3,4,2.0,15.52,9.38,6.83,9.93,0,3,1.34,9.69,5.07,4.21,10.34,1,-1,1,15,9,1.11,11.43,5.75,5.89,10.21,1.25,12.21,6.96,6.96,9.43,0,2,1,2,-1,-2,1
-1,-3,1,18,12,1.11,11.21,7.07,5.36,10.89,0,2,2.04,16.29,9.36,7.11,9.39,2,2,2,16,15,1.45,11.45,6.69,4.55,11.69,2.07,15.0,8.07,6.93,9.72,0,2,1,-1,-1,1,1
-1,-1,-1,5,2,1.69,16.59,9.1,6.79,10.48,0,3,1.17,10.66,6.0,4.1,11.31,-2,-2,0,4,5,1.83,16.83,10.14,7.0,8.83,1.21,12.1,7.0,4.72,9.76,0,3,1,1,-1,-1,0
