AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,VCA,VCD,VCH,WHA,WHD,WHH
5,18,0,9,3,3,Portsmouth,3.6,3.4,2.1,3.55,3.2,2.05,07/11/09,E0,1,3,H,8,12,0,10,6,1,0,A,3,Blackburn,3.6,3.3,2.0,A Marriner,3.5,3.3,2.0,3.6,3.3,2.05
3,11,0,6,4,3,Burnley,11.0,4.75,1.33,8.5,4.5,1.35,07/11/09,E0,3,3,D,8,10,0,13,8,2,1,A,1,Man City,8.0,4.7,1.35,S Attwell,10.0,4.6,1.3,9.5,4.8,1.33
4,19,0,14,6,2,Sunderland,6.5,3.75,1.57,6.5,3.5,1.55,07/11/09,E0,0,2,H,4,10,0,10,8,0,1,H,1,Tottenham,5.6,3.6,1.6,K Friend,6.0,3.6,1.57,6.5,3.8,1.53
4,15,0,11,6,3,Arsenal,1.36,4.75,9.0,1.4,4.25,7.5,07/11/09,E0,4,1,A,4,9,0,8,6,3,0,A,2,Wolves,1.4,4.5,7.0,St Bennett,1.36,4.33,8.5,1.36,4.8,8.0
7,15,0,21,10,3,Man United,4.0,3.25,2.0,3.75,3.3,1.95,08/11/09,E0,0,1,H,0,13,0,12,9,0,0,D,3,Chelsea,3.5,3.15,2.1,Mn Atkinson,3.6,3.25,2.0,3.75,3.25,2.05
2,14,1,7,4,4,Stoke,2.6,3.3,2.75,2.55,3.35,2.55,08/11/09,E0,1,2,H,4,12,0,16,8,1,0,A,1,Hull,2.6,3.2,2.6,M Dean,2.4,3.3,2.75,2.5,3.3,2.8
4,18,0,9,6,5,Everton,3.0,3.3,2.4,2.85,3.35,2.3,08/11/09,E0,2,1,A,5,12,0,16,7,1,0,A,0,West Ham,2.7,3.2,2.5,A Wiley,2.9,3.2,2.38,2.9,3.3,2.4
6,16,0,7,3,1,Fulham,3.4,3.2,2.25,3.1,3.3,2.2,08/11/09,E0,1,1,D,10,15,0,19,12,1,1,D,2,Wigan,3.2,3.2,2.2,P Dowd,3.1,3.2,2.25,3.0,3.25,2.37
1,9,0,5,2,2,Birmingham,10.0,4.5,1.36,9.55,4.75,1.3,09/11/09,E0,2,2,D,11,7,0,27,14,2,1,A,1,Liverpool,9.0,4.9,1.3,P Walton,9.0,4.5,1.33,10.5,4.5,1.33
7,9,0,12,5,0,Fulham,2.9,3.2,2.5,2.65,3.3,2.5,21/11/09,E0,0,1,H,0,7,0,3,2,0,1,H,1,Birmingham,2.85,3.2,2.4,C Foy,2.9,3.3,2.5,2.87,3.2,2.5
8,12,0,10,6,3,Aston Villa,2.2,3.3,3.4,2.15,3.35,3.15,21/11/09,E0,1,1,D,6,6,0,11,6,0,1,H,0,Burnley,2.2,3.2,3.2,H Webb,2.2,3.4,3.3,2.25,3.2,3.3
6,14,0,4,3,2,Wolves,19.0,7.0,1.17,15.0,6.75,1.15,21/11/09,E0,0,4,H,5,4,0,23,14,0,3,H,0,Chelsea,15.0,6.5,1.15,L Mason,19.0,7.0,1.17,19.0,6.5,1.17
3,17,0,16,10,4,West Ham,2.5,3.25,2.88,2.45,3.3,2.7,21/11/09,E0,3,3,D,5,9,1,12,8,2,3,H,0,Hull,2.5,3.2,2.7,M Clattenburg,2.6,3.25,2.8,2.6,3.1,2.8
3,13,0,9,6,0,Man City,4.2,3.4,1.91,4.2,3.5,1.9,21/11/09,E0,2,2,D,7,9,0,10,6,0,0,D,2,Liverpool,3.9,3.3,1.9,P Dowd,4.33,3.4,1.91,4.0,3.3,1.95
4,6,0,11,5,2,Everton,9.0,4.5,1.4,9.0,4.6,1.38,21/11/09,E0,0,3,H,13,4,0,18,11,0,1,H,2,Man United,8.5,4.5,1.35,S Bennett,9.0,4.4,1.4,9.0,4.2,1.4
6,10,0,9,3,1,Arsenal,1.62,3.75,6.0,1.55,3.6,6.2,21/11/09,E0,0,1,H,2,10,0,5,1,0,0,D,2,Sunderland,1.6,3.8,5.2,A Wiley,1.62,3.8,6.0,1.67,3.4,6.0
7,12,0,15,11,1,Blackburn,3.4,3.2,2.25,3.25,3.25,2.15,22/11/09,E0,2,0,A,7,13,0,15,8,1,0,A,3,Bolton,3.2,3.2,2.2,M Dean,3.25,3.25,2.3,3.2,3.2,2.3
4,13,0,14,7,2,Portsmouth,3.5,3.4,2.1,3.35,3.35,2.2,22/11/09,E0,0,1,H,4,15,0,9,3,0,0,D,1,Stoke,3.6,3.3,2.0,K Friend,3.5,3.25,2.1,3.5,3.2,2.15
5,11,0,11,5,0,Wigan,8.0,4.33,1.44,7.5,3.85,1.45,22/11/09,E0,1,9,H,10,9,0,28,16,0,1,H,1,Tottenham,6.5,3.9,1.5,P Walton,7.5,4.33,1.4,8.0,4.0,1.44
3,13,0,7,3,0,Blackburn,3.6,3.3,2.1,3.4,3.2,2.1,25/11/09,E0,0,3,H,3,7,0,8,4,0,1,H,0,Fulham,3.2,3.2,2.2,S Attwell,3.6,3.3,2.1,3.6,3.25,2.1
4,23,0,5,3,4,Everton,2.15,3.3,3.5,2.05,3.35,3.35,25/11/09,E0,2,3,H,3,18,0,8,7,0,3,H,1,Hull,2.2,3.3,3.1,M Atkinson,2.1,3.3,3.5,2.1,3.25,3.6
9,8,0,23,17,1,Tottenham,2.88,3.25,2.5,2.8,3.35,2.35,28/11/09,E0,1,1,D,7,10,0,12,4,0,1,H,0,Aston Villa,2.6,3.2,2.6,P Dowd,2.75,3.3,2.4,2.8,3.3,2.5
2,11,0,7,4,2,Stoke,4.2,3.4,1.91,4.0,3.4,1.85,28/11/09,E0,0,0,D,9,12,0,11,4,0,0,D,1,Blackburn,3.8,3.3,1.95,H Webb,4.0,3.4,1.85,4.2,3.3,1.91
5,21,0,4,2,6,Bolton,4.2,3.5,1.91,3.85,3.4,1.9,28/11/09,E0,1,1,D,8,7,0,12,7,1,0,A,1,Fulham,3.9,3.3,1.9,S Bennett,4.33,3.4,1.8,4.0,3.4,1.91
2,12,0,8,3,3,Hull,11.0,5.5,1.29,12.0,5.0,1.25,28/11/09,E0,1,1,D,8,14,0,17,7,0,1,H,1,Man City,9.0,5.0,1.3,L Probert,11.0,5.5,1.25,12.0,5.5,1.25
8,10,0,12,8,3,Man United,1.36,4.5,10.0,1.35,4.5,8.25,28/11/09,E0,4,1,A,4,16,0,20,12,1,1,D,4,Portsmouth,1.42,4.3,7.5,M Dean,1.36,4.5,8.0,1.36,4.6,9.0
7,15,1,16,10,1,Burnley,4.5,3.6,1.8,4.6,3.4,1.75,28/11/09,E0,3,5,H,1,10,0,9,5,0,3,H,2,West Ham,4.3,3.4,1.8,C Foy,4.33,3.4,1.8,4.5,3.5,1.8
8,14,0,9,4,3,Sunderland,2.9,3.4,2.4,2.75,3.3,2.4,28/11/09,E0,0,1,H,5,12,0,16,10,0,0,D,0,Wigan,2.7,3.2,2.5,Mn Atkinson,2.75,3.25,2.4,2.9,3.3,2.4
3,12,0,7,5,2,Chelsea,2.7,3.2,2.7,2.7,3.1,2.6,29/11/09,E0,3,0,A,4,17,0,5,3,2,0,A,2,Arsenal,2.6,3.2,2.6,A Marriner,2.75,3.25,2.5,2.7,3.2,2.62
4,12,0,9,7,0,Liverpool,2.1,3.4,3.5,2.1,3.3,3.3,29/11/09,E0,2,0,A,6,15,0,12,8,1,0,A,1,Everton,2.1,3.3,3.35,A Wiley,2.1,3.25,3.3,2.1,3.25,3.6
5,8,0,13,7,1,Birmingham,3.1,3.2,2.4,2.9,3.2,2.35,29/11/09,E0,1,0,A,6,14,0,8,2,1,0,A,2,Wolves,2.7,3.2,2.5,M Clattenburg,3.0,3.2,2.3,3.2,3.2,2.3
2,7,0,5,4,0,Stoke,13.0,5.0,1.29,12.0,5.0,1.25,05/12/09,E0,0,2,H,10,3,0,12,8,0,1,H,0,Arsenal,11.0,4.9,1.27,M Clattenburg,10.5,5.5,1.29,12.0,5.5,1.25
3,15,0,5,1,3,Hull,7.5,4.33,1.44,7.0,4.0,1.45,05/12/09,E0,0,3,H,9,15,0,13,6,0,2,H,4,Aston Villa,6.7,3.8,1.5,S Attwell,7.5,4.33,1.44,7.5,4.2,1.44
8,9,0,15,11,0,Liverpool,1.67,3.8,5.25,1.7,3.5,4.8,05/12/09,E0,0,0,D,1,15,0,9,3,0,0,D,1,Blackburn,1.75,3.5,4.6,M Atkinson,1.67,3.8,5.0,1.73,3.5,5.0
6,17,0,10,6,6,Chelsea,1.91,3.4,4.2,1.8,3.45,4.3,05/12/09,E0,1,2,H,9,12,0,13,8,1,1,D,1,Man City,1.9,3.3,3.9,H Webb,1.91,3.4,4.2,1.83,3.5,4.33
5,14,0,14,8,2,Burnley,4.2,3.4,1.91,3.9,3.5,1.85,05/12/09,E0,0,2,H,5,16,0,9,4,0,0,D,4,Portsmouth,4.0,3.4,1.85,P Dowd,4.33,3.5,1.85,4.5,3.4,1.83
8,16,0,18,11,1,Man United,1.44,4.2,8.0,1.45,4.0,7.0,05/12/09,E0,4,0,A,2,8,0,11,7,1,0,A,0,West Ham,1.5,3.9,6.5,P Walton,1.44,4.2,8.0,1.44,4.2,7.5
2,8,0,10,9,0,Birmingham,3.6,3.3,2.1,3.45,3.3,2.05,05/12/09,E0,3,2,A,2,14,0,18,7,0,1,H,2,Wigan,3.4,3.25,2.1,L Probert,3.6,3.3,2.1,3.6,3.25,2.05
10,16,0,17,10,1,Bolton,3.1,3.25,2.38,2.9,3.2,2.35,05/12/09,E0,1,2,H,11,9,0,12,11,0,1,H,2,Wolves,2.85,3.2,2.4,C Foy,3.0,3.3,2.4,3.2,3.2,2.3
6,18,0,19,11,4,Tottenham,2.5,3.25,2.88,2.5,3.35,2.6,06/12/09,E0,2,2,D,1,11,0,15,6,0,0,D,4,Everton,2.6,3.2,2.6,A Marriner,2.5,3.25,2.9,2.5,3.3,2.8
8,12,0,8,5,2,Sunderland,3.6,3.3,2.1,3.35,3.25,2.1,06/12/09,E0,0,1,H,4,9,0,16,5,0,1,H,1,Fulham,3.6,3.3,2.0,M Dean,3.4,3.3,2.2,3.5,3.3,2.1
7,13,1,14,7,4,West Ham,3.6,3.3,2.1,3.35,3.25,2.1,12/12/09,E0,0,1,H,11,12,0,16,9,0,0,D,3,Birmingham,3.4,3.25,2.1,L Mason,3.5,3.2,2.05,3.4,3.3,2.15
9,9,1,14,6,3,Man City,1.8,3.6,4.5,1.75,3.56,4.4,12/12/09,E0,3,3,D,5,11,0,12,8,2,2,D,3,Bolton,1.85,3.4,4.0,M Clattenburg,1.73,3.6,4.5,1.8,3.5,4.5
4,8,0,12,6,2,Fulham,2.75,3.25,2.63,2.55,3.25,2.6,12/12/09,E0,1,1,D,7,12,0,10,8,0,0,D,0,Burnley,2.6,3.2,2.6,M Jones,2.75,3.2,2.5,2.62,3.3,2.62
1,17,0,10,7,1,Everton,15.0,5.5,1.25,12.0,5.0,1.25,12/12/09,E0,3,3,D,7,13,0,25,13,2,2,D,0,Chelsea,11.0,4.9,1.27,P Dowd,15.0,5.5,1.2,15.0,5.5,1.22
4,19,0,14,9,2,Blackburn,2.6,3.25,2.8,2.5,3.2,2.7,12/12/09,E0,0,0,D,3,14,0,9,7,0,0,D,1,Hull,2.5,3.2,2.7,C Foy,2.5,3.2,2.75,2.5,3.3,2.8
4,14,0,8,5,1,Aston Villa,7.0,4.2,1.5,7.0,4.25,1.42,12/12/09,E0,1,0,A,9,4,0,16,9,1,0,A,1,Man United,7.5,4.3,1.4,M Atkinson,7.5,4.0,1.44,7.0,4.0,1.5
3,8,0,11,8,1,Wigan,3.6,3.3,2.1,3.65,3.3,2.1,12/12/09,E0,2,2,D,5,19,0,14,5,1,1,D,5,Stoke,3.6,3.3,2.0,M Dean,3.75,3.2,2.0,3.5,3.3,2.1
6,14,1,9,6,3,Portsmouth,4.75,3.5,1.8,4.6,3.4,1.75,12/12/09,E0,1,1,D,9,12,0,16,9,0,1,H,4,Sunderland,4.6,3.5,1.75,S Bennett,4.75,3.4,1.73,4.5,3.5,1.8
5,13,0,3,3,5,Wolves,13.0,5.75,1.25,11.0,5.25,1.25,12/12/09,E0,1,0,A,1,8,0,18,10,1,0,A,0,Tottenham,9.5,4.8,1.3,S Attwell,13.0,5.5,1.22,12.0,5.5,1.25
4,16,0,7,5,3,Arsenal,3.4,3.3,2.2,3.4,3.3,2.2,13/12/09,E0,2,1,A,3,19,0,6,3,0,1,H,3,Liverpool,3.2,3.2,2.2,H Webb,3.4,3.2,2.1,3.4,3.25,2.15
7,16,0,8,4,2,Blackburn,3.4,3.25,2.2,3.4,3.2,2.1,15/12/09,E0,1,2,H,6,8,0,13,6,0,1,H,2,Birmingham,3.35,3.3,2.1,M Jones,3.4,3.25,2.25,3.4,3.1,2.25
4,7,0,9,6,1,West Ham,3.25,3.3,2.25,3.15,3.25,2.2,15/12/09,E0,1,3,H,8,10,0,23,12,0,0,D,4,Bolton,3.1,3.3,2.2,A Marriner,3.25,3.4,2.25,3.25,3.2,2.25
3,11,0,4,1,1,Wolves,19.0,7.0,1.17,14.0,7.0,1.15,15/12/09,E0,0,3,H,8,11,0,12,9,0,2,H,1,Man United,15.0,6.0,1.17,S Bennett,19.0,7.5,1.17,15.0,6.0,1.2
1,14,0,11,4,2,Aston Villa,2.5,3.3,2.88,2.4,3.25,2.8,15/12/09,E0,2,0,A,7,16,1,15,5,1,0,A,2,Sunderland,2.5,3.2,2.7,K Friend,2.5,3.25,3.0,2.4,3.2,3.0
6,11,0,17,9,0,Arsenal,1.5,4.2,7.0,1.45,4.15,6.5,16/12/09,E0,1,1,D,3,11,0,8,3,1,1,D,2,Burnley,1.5,3.9,6.5,M Dean,1.44,4.33,7.5,1.5,4.0,7.0
2,11,0,7,3,0,Portsmouth,19.0,8.0,1.14,16.0,8.0,1.12,16/12/09,E0,1,2,H,11,11,0,21,8,0,1,H,0,Chelsea,15.0,6.0,1.17,M Clattenburg,21.0,8.0,1.14,17.0,7.5,1.14
0,11,0,8,5,1,Wigan,11.0,4.75,1.33,10.0,4.75,1.3,16/12/09,E0,1,2,H,13,12,0,12,7,0,1,H,1,Liverpool,8.5,4.5,1.35,P Dowd,12.0,5.0,1.3,11.0,4.5,1.33
6,8,0,9,5,3,Man City,3.25,3.3,2.25,3.0,3.3,2.25,16/12/09,E0,0,3,H,5,10,0,19,7,0,1,H,2,Tottenham,3.35,3.3,2.1,A Wiley,3.4,3.25,2.25,3.1,3.4,2.25
0,14,0,6,2,5,Hull,15.0,6.0,1.22,13.0,6.25,1.18,19/12/09,E0,0,3,H,8,9,0,18,9,0,1,H,1,Arsenal,13.0,6.5,1.17,S Bennett,19.0,6.0,1.2,15.0,6.0,1.2
4,12,0,13,5,1,Stoke,9.0,4.33,1.4,7.5,3.85,1.45,19/12/09,E0,0,1,H,3,9,0,17,8,0,0,D,0,Aston Villa,7.0,4.0,1.45,L Probert,8.5,4.33,1.44,9.0,4.2,1.4
0,6,0,7,2,1,Tottenham,2.2,3.4,3.3,2.1,3.35,3.25,19/12/09,E0,2,0,A,5,7,0,13,9,1,0,A,0,Blackburn,2.3,3.2,3.0,P Walton,2.25,3.4,3.25,2.15,3.3,3.2
2,9,0,16,4,1,Man United,1.57,4.0,6.5,1.55,4.0,6.35,19/12/09,E0,0,3,H,5,10,0,10,7,0,1,H,0,Fulham,1.55,3.7,6.0,H Webb,1.62,3.6,6.5,1.53,4.0,6.5
4,8,1,7,5,2,Sunderland,7.0,4.0,1.53,7.25,4.0,1.45,19/12/09,E0,3,4,H,6,13,0,11,5,2,3,H,2,Man City,7.0,4.0,1.45,A Marriner,7.0,3.6,1.57,7.5,4.2,1.44
10,12,1,7,3,3,Liverpool,1.62,4.0,5.5,1.58,4.0,5.85,19/12/09,E0,0,2,H,8,7,0,14,6,0,1,H,3,Portsmouth,1.65,3.5,5.3,L Mason,1.57,4.0,6.0,1.57,3.8,6.0
4,9,0,2,1,3,Birmingham,4.5,3.5,1.83,4.5,3.45,1.85,20/12/09,E0,1,1,D,6,8,0,19,7,1,1,D,0,Everton,3.7,3.4,1.9,S Attwell,4.75,3.5,1.83,4.6,3.4,1.8
5,16,0,20,6,3,Chelsea,1.4,4.5,8.5,1.35,5.1,8.5,20/12/09,E0,1,1,D,5,17,0,6,5,0,1,H,4,West Ham,1.43,4.0,7.6,M Dean,1.4,4.75,8.0,1.36,4.6,8.5
5,9,0,10,6,1,Burnley,3.6,3.3,2.1,3.35,3.25,2.1,20/12/09,E0,0,2,H,5,17,0,12,12,0,1,H,2,Wolves,3.6,3.3,2.0,M Atkinson,3.75,3.25,2.1,3.75,3.4,2.0
11,17,1,27,12,2,Chelsea,1.57,3.8,6.5,1.45,4.0,6.95,26/12/09,E0,0,0,D,7,6,0,11,4,0,0,D,1,Birmingham,1.55,3.7,6.0,P Walton,1.53,3.75,7.5,1.44,3.6,6.5
2,12,0,11,5,0,Bolton,3.0,3.3,2.38,3.1,3.2,2.25,26/12/09,E0,1,1,D,8,11,0,15,7,1,0,A,0,Burnley,2.9,3.3,2.3,C Foy,3.0,3.4,2.38,2.87,3.25,2.15
2,12,0,6,1,0,Tottenham,2.5,3.4,2.8,2.45,3.2,2.8,26/12/09,E0,0,0,D,4,19,0,15,6,0,0,D,1,Fulham,2.4,3.2,2.85,S Bennett,2.5,3.25,2.88,2.25,3.2,2.75
1,10,1,6,2,1,Wolves,11.0,5.5,1.29,10.0,5.5,1.25,26/12/09,E0,0,2,H,7,9,0,14,10,0,0,D,0,Liverpool,11.0,4.9,1.27,A Marriner,12.0,5.0,1.3,10.0,4.5,1.25
6,10,0,7,3,2,Stoke,7.5,4.33,1.44,8.5,4.0,1.4,26/12/09,E0,0,2,H,7,13,0,12,6,0,2,H,0,Man City,7.0,4.0,1.45,L Mason,8.0,4.33,1.44,6.5,4.0,1.4
12,16,0,12,4,3,Everton,3.0,3.3,2.38,2.9,3.2,2.35,26/12/09,E0,1,1,D,4,17,0,10,6,0,1,H,1,Sunderland,2.9,3.3,2.3,M Atkinson,3.2,3.25,2.38,2.75,3.25,2.2
4,19,0,11,7,3,Portsmouth,3.6,3.3,2.1,3.4,3.2,2.1,26/12/09,E0,0,2,H,6,10,0,13,5,0,1,H,0,West Ham,3.2,3.3,2.15,L Probert,3.75,3.25,2.1,3.2,3.2,2.0
2,18,0,8,3,4,Blackburn,3.2,3.25,2.3,3.0,3.2,2.3,26/12/09,E0,1,1,D,6,10,0,14,8,1,0,A,1,Wigan,3.1,3.3,2.2,M Clattenburg,3.25,3.25,2.25,2.87,3.25,2.15
4,18,0,7,3,3,Aston Villa,5.0,3.5,1.73,5.25,3.75,1.6,27/12/09,E0,0,3,H,10,14,0,19,12,0,0,D,1,Arsenal,5.3,3.5,1.65,P Dowd,5.5,3.5,1.73,5.0,3.5,1.57
6,17,0,19,11,2,Man United,1.4,4.2,8.0,1.4,4.25,7.5,27/12/09,E0,3,1,A,5,13,0,12,6,1,0,A,0,Hull,1.35,4.7,8.0,A Wiley,1.4,4.5,8.5,1.33,4.2,7.5
4,20,0,13,8,4,Sunderland,3.6,3.3,2.1,3.25,3.25,2.15,28/12/09,E0,2,2,D,4,6,0,21,11,0,0,D,1,Blackburn,3.6,3.3,2.0,M Dean,3.75,3.25,2.1,2.87,3.3,2.1
6,13,0,3,3,1,Fulham,10.0,4.5,1.36,8.0,4.6,1.35,28/12/09,E0,1,2,H,10,9,0,18,11,1,0,A,1,Chelsea,7.5,4.3,1.4,A Marriner,11.0,4.5,1.36,8.5,4.8,1.25
6,18,1,12,9,5,Burnley,6.5,3.8,1.57,6.25,3.9,1.5,28/12/09,E0,0,2,H,10,7,0,24,16,0,0,D,1,Everton,5.6,3.6,1.6,H Webb,7.0,4.0,1.53,5.5,3.5,1.53
7,13,0,9,5,3,Birmingham,3.0,3.25,2.4,2.85,3.15,2.4,28/12/09,E0,1,0,A,10,15,0,12,6,0,0,D,2,Stoke,2.85,3.2,2.4,M Atkinson,3.0,3.2,2.5,2.75,3.25,2.2
3,14,0,3,2,3,West Ham,8.0,4.2,1.44,7.5,4.25,1.4,28/12/09,E0,0,2,H,9,9,0,21,9,0,1,H,2,Tottenham,7.0,4.0,1.45,C Foy,8.5,4.5,1.4,7.0,4.0,1.36
3,11,0,12,5,2,Man City,1.8,3.6,4.5,1.7,3.5,4.8,28/12/09,E0,3,0,A,8,16,0,11,6,1,0,A,3,Wolves,1.8,3.4,4.3,M Jones,1.8,3.6,4.75,1.67,3.5,4.2
10,11,0,12,9,1,Liverpool,2.6,3.25,2.8,2.55,3.2,2.65,29/12/09,E0,1,0,A,8,13,0,11,7,0,0,D,1,Aston Villa,2.6,3.2,2.6,L Probert,2.62,3.25,2.75,2.62,3.2,2.7
8,18,0,12,7,2,Hull,4.75,3.6,1.8,4.5,3.45,1.75,29/12/09,E0,2,2,D,8,14,0,16,6,0,1,H,1,Bolton,4.0,3.4,1.85,P Dowd,4.75,3.75,1.73,3.75,3.3,1.8
3,11,0,11,6,1,Wigan,15.0,6.5,1.2,15.0,6.0,1.18,30/12/09,E0,0,5,H,7,6,0,23,16,0,3,H,0,Man United,13.0,5.3,1.22,L Mason,19.0,6.5,1.18,15.0,5.5,1.22
10,3,0,14,10,0,Arsenal,1.53,4.0,6.5,1.5,3.8,6.5,30/12/09,E0,4,1,A,2,14,0,10,6,2,0,A,2,Portsmouth,1.55,3.7,6.0,A Wiley,1.5,4.33,6.5,1.44,3.75,6.0
10,7,0,14,7,0,Fulham,2.75,3.25,2.63,2.6,3.2,2.6,05/01/10,E0,2,3,H,8,13,0,11,9,0,3,H,1,Stoke,2.6,3.2,2.6,M Clattenburg,2.75,3.25,2.62,2.7,3.1,2.7
8,11,0,9,5,1,Everton,8.5,4.5,1.4,8.0,4.15,1.4,09/01/10,E0,2,2,D,6,10,0,6,5,1,1,D,1,Arsenal,7.5,4.3,1.4,P Walton,9.0,4.5,1.4,8.0,4.5,1.4
12,13,1,14,10,1,Man United,1.62,3.6,6.5,1.6,3.65,5.5,09/01/10,E0,1,1,D,2,10,0,6,5,0,1,H,2,Birmingham,1.65,3.5,5.3,M Clattenburg,1.57,3.75,6.5,1.57,3.8,6.0
3,10,0,8,3,1,Blackburn,8.0,4.33,1.44,7.5,4.3,1.4,11/01/10,E0,1,4,H,4,6,0,12,6,0,2,H,1,Man City,7.0,4.0,1.45,C Foy,8.5,4.75,1.4,8.0,4.5,1.4
1,10,0,7,3,1,Sunderland,15.0,6.0,1.22,12.0,6.0,1.2,16/01/10,E0,2,7,H,15,4,0,23,13,0,4,H,0,Chelsea,13.0,5.3,1.22,C Foy,15.0,6.0,1.22,12.0,6.0,1.22
3,14,0,8,4,0,Man City,2.5,3.25,2.88,2.25,3.3,3.0,16/01/10,E0,0,2,H,11,14,0,13,6,0,2,H,0,Everton,2.5,3.2,2.7,A Marriner,2.5,3.25,2.88,2.5,3.3,2.8
1,7,0,11,5,0,Burnley,17.0,7.0,1.17,14.0,7.0,1.15,16/01/10,E0,0,3,H,7,12,0,24,11,0,0,D,0,Man United,15.0,6.0,1.17,L Probert,19.0,8.0,1.14,17.0,7.0,1.17
0,10,0,4,3,2,Liverpool,2.2,3.2,3.5,1.95,3.2,3.9,16/01/10,E0,1,1,D,10,14,0,6,5,0,0,D,1,Stoke,2.0,3.3,3.6,L Mason,2.2,3.0,3.75,2.0,3.25,3.9
1,11,0,8,2,2,Hull,11.0,6.0,1.25,10.0,5.5,1.25,16/01/10,E0,0,0,D,14,14,0,25,18,0,0,D,4,Tottenham,9.5,4.8,1.3,M Atkinson,13.0,6.0,1.25,12.0,6.0,1.22
3,16,1,20,14,3,Wigan,3.2,3.25,2.3,2.95,3.25,2.3,16/01/10,E0,2,0,A,4,14,1,9,4,0,0,D,4,Wolves,3.2,3.2,2.2,H Webb,3.5,3.0,2.3,3.1,3.25,2.3
4,12,0,8,3,3,West Ham,7.0,3.8,1.53,6.75,3.75,1.5,17/01/10,E0,0,0,D,16,7,0,17,10,0,0,D,1,Aston Villa,6.0,3.7,1.55,M Jones,7.5,4.0,1.5,7.0,3.75,1.53
6,9,0,14,9,3,Fulham,3.0,3.25,2.4,3.3,3.2,2.15,17/01/10,E0,0,2,H,3,14,0,11,7,0,1,H,1,Blackburn,3.2,3.2,2.2,K Friend,3.2,3.0,2.5,3.0,3.25,2.37
4,5,0,14,9,2,Arsenal,1.53,4.0,6.5,1.55,3.6,6.25,17/01/10,E0,2,0,A,2,13,0,12,6,1,0,A,1,Bolton,1.55,3.7,6.0,P Dowd,1.62,3.6,6.5,1.53,4.0,6.0
3,17,0,7,4,2,Bolton,17.0,5.5,1.22,15.0,5.5,1.2,20/01/10,E0,2,4,H,9,16,0,20,14,2,1,A,1,Arsenal,13.0,5.7,1.2,A Wiley,15.0,6.5,1.17,17.0,6.0,1.2
3,17,0,7,5,3,Tottenham,3.0,3.25,2.4,2.9,3.3,2.3,20/01/10,E0,0,2,H,2,11,0,13,5,0,1,H,2,Liverpool,2.9,3.3,2.3,H Webb,2.88,3.25,2.38,2.9,3.3,2.4
8,10,0,8,4,1,Hull,15.0,6.5,1.14,14.0,7.0,1.15,23/01/10,E0,0,4,H,12,6,0,25,15,0,1,H,1,Man United,14.0,6.5,1.17,S Bennett,21.0,8.5,1.14,12.0,6.0,1.14
7,11,0,10,5,2,Burnley,4.5,3.6,1.8,4.5,3.5,1.75,26/01/10,E0,0,1,H,4,12,0,14,6,0,1,H,3,Bolton,4.3,3.4,1.8,M Atkinson,5.0,3.6,1.73,4.2,3.25,1.73
4,9,0,12,4,1,West Ham,2.88,3.25,2.5,2.9,3.25,2.35,26/01/10,E0,1,1,D,6,16,0,14,8,0,0,D,3,Portsmouth,2.85,3.2,2.4,A Marriner,3.2,3.2,2.38,2.62,3.1,2.37
3,16,0,9,6,1,Fulham,6.5,3.75,1.57,6.0,3.45,1.6,26/01/10,E0,0,2,H,11,11,0,13,7,0,1,H,1,Tottenham,6.0,3.6,1.57,M Dean,6.5,3.6,1.62,6.0,3.4,1.5
7,11,0,6,3,1,Liverpool,1.67,3.6,5.5,1.65,3.6,5.0,26/01/10,E0,0,0,D,0,10,0,6,4,0,0,D,0,Wolves,1.75,3.5,4.6,P Walton,1.67,3.75,5.5,1.7,3.4,4.2
7,15,0,12,8,2,Arsenal,2.3,3.25,3.2,2.15,3.25,3.25,27/01/10,E0,0,0,D,7,16,0,8,2,0,0,D,2,Aston Villa,2.1,3.25,3.4,L Probert,2.2,3.25,3.4,2.1,3.2,3.0
6,13,0,13,8,1,Wigan,4.0,3.4,1.95,3.85,3.25,1.95,27/01/10,E0,1,2,H,5,20,0,13,7,0,1,H,3,Blackburn,3.9,3.3,1.9,L Mason,4.0,3.4,2.0,3.5,3.2,1.91
3,8,0,5,3,0,Birmingham,15.0,6.0,1.22,11.0,5.25,1.25,27/01/10,E0,0,3,H,8,11,0,25,17,0,2,H,0,Chelsea,12.0,5.0,1.25,S Bennett,15.0,5.5,1.25,10.0,4.8,1.22
8,19,0,5,3,1,Sunderland,5.5,3.6,1.67,5.25,3.75,1.6,27/01/10,E0,0,2,H,3,10,0,11,7,0,2,H,0,Everton,5.3,3.5,1.65,P Dowd,6.0,3.6,1.67,5.0,3.5,1.57
8,8,0,21,12,2,Tottenham,2.38,3.25,3.1,2.3,3.2,3.0,30/01/10,E0,1,1,D,5,12,0,12,6,0,0,D,4,Birmingham,2.3,3.2,3.0,S Attwell,2.3,3.25,3.25,2.3,3.25,3.1
9,12,0,16,9,1,Chelsea,1.29,5.0,13.0,1.3,4.7,10.0,30/01/10,E0,2,1,A,2,12,0,5,3,1,0,A,1,Burnley,1.33,4.6,9.0,P Dowd,1.25,5.5,15.0,1.28,4.5,8.0
