GameNumber,HomeTeam,AwayTeam,Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Home_Goals,Away_Goals,Match_Result
3315,Leicester,Tottenham,-3,-4,-3,7,5,1.43,11.23,4.06,4.71,10.91,0,3,3,3,4,4,7,1.93,15.73,5.88,6.29,11.11,0,5,0,-1,0,1,1,2,-1
3316,Man United,Newcastle,2,3,0,6,2,1.57,13.33,4.88,5.8,11.48,0,5,-3,-1,-3,13,12,1.05,11.86,3.84,4.69,11.0,0,6,1,3,-1,-3,3,1,1
3317,Sunderland,Hull,1,0,1,23,17,0.83,10.45,3.2,4.27,11.42,0,6,-3,-4,-4,27,9,0.86,9.8,3.03,4.14,10.91,1,5,2,0,-2,0,1,3,-1
3318,Swansea,Aston Villa,0,0,1,18,17,0.96,10.25,3.43,4.16,10.25,0,5,-1,-2,0,20,11,1.04,10.99,3.7,4.77,10.93,2,3,2,3,-2,-3,1,0,1
3319,West Brom,Man City,-1,-2,-1,16,13,1.06,10.28,3.13,4.64,11.33,0,4,3,3,4,1,1,2.48,17.95,6.52,7.62,9.65,0,4,-3,-5,3,5,1,3,-1
3320,Aston Villa,Sunderland,-2,-2,-1,20,11,1.03,10.99,3.69,4.71,10.95,1,5,0,0,-1,23,17,0.84,10.48,3.2,4.36,11.43,0,8,0,0,0,0,0,0,0
3321,Hull,Leicester,-1,-3,1,26,9,0.92,9.89,3.08,4.14,10.78,0,4,-3,-4,-4,7,5,1.43,11.31,4.07,4.76,10.9,0,4,0,0,0,0,0,1,-1
3322,Man City,Burnley,3,5,5,1,1,2.49,17.88,6.51,7.61,9.64,0,3,-1,0,-2,14,17,0.88,10.35,3.09,4.36,10.36,0,0,3,5,-3,-5,2,2,0
3323,Newcastle,Everton,-3,-3,-4,13,12,1.05,11.83,3.84,4.7,10.98,0,6,-1,-1,-2,9,10,1.33,12.04,4.13,4.64,10.43,0,3,-3,-3,3,3,3,2,1
3324,QPR,Crystal Palace,-1,-1,-1,29,15,1.23,15.92,4.15,5.69,10.46,0,5,-2,-1,-2,11,14,1.18,11.24,3.72,5.1,11.89,0,2,0,0,0,0,0,0,0
3325,Southampton,Chelsea,1,0,2,10,15,1.28,13.22,4.5,5.57,11.13,0,1,3,4,3,3,4,1.99,15.41,5.47,5.99,10.46,0,0,-3,-5,3,5,1,1,0
3326,Stoke,West Brom,0,-2,1,15,11,1.08,11.28,3.4,4.18,11.13,0,6,-1,-3,-2,16,13,1.06,10.37,3.16,4.7,11.25,0,0,0,-1,0,1,2,0,1
3327,Tottenham,Man United,3,5,5,4,7,1.93,15.67,5.86,6.25,11.13,0,3,2,4,1,6,2,1.58,13.3,4.88,5.78,11.52,0,2,1,1,-1,-1,0,0,0
3328,West Ham,Arsenal,0,0,-1,8,6,1.47,12.08,4.05,5.16,9.95,0,3,2,2,1,5,8,1.79,15.2,5.23,5.81,10.06,1,4,-2,-4,2,4,1,2,-1
3329,Liverpool,Swansea,0,0,1,2,3,2.12,17.69,6.25,6.57,9.78,1,1,1,0,2,17,17,0.96,10.21,3.42,4.15,10.33,0,3,-1,1,1,-1,4,1,1
3330,Aston Villa,Liverpool,-1,-2,0,20,11,1.01,11.03,3.68,4.7,10.86,1,5,2,2,2,2,3,2.13,17.72,6.28,6.56,9.76,0,2,-1,-3,1,3,0,2,-1
3331,Burnley,Crystal Palace,-2,-1,0,15,17,0.89,10.36,3.09,4.34,10.35,0,1,-2,-2,0,11,14,1.17,11.23,3.71,5.09,11.93,0,2,0,0,0,0,2,3,-1
3332,Leicester,Stoke,-1,-3,1,7,5,1.42,11.25,4.06,4.73,10.91,1,2,1,0,2,14,11,1.1,11.3,3.39,4.19,11.13,0,3,2,2,-2,-2,0,1,-1
3333,Newcastle,Southampton,-1,-3,1,12,12,1.06,11.84,3.86,4.73,11.0,0,4,2,0,0,10,15,1.28,13.19,4.48,5.55,11.22,1,2,-1,0,1,0,1,2,-1
3334,QPR,Man United,0,0,0,29,15,1.14,15.57,4.07,5.93,10.5,0,6,1,3,0,6,2,1.56,13.27,4.88,5.79,11.57,0,5,-2,-2,2,2,0,2,-1
3335,Swansea,Chelsea,1,0,-1,17,17,0.96,10.22,3.42,4.14,10.27,0,1,2,3,0,3,4,1.98,15.35,5.44,5.99,10.48,0,2,-3,-4,3,4,0,5,-1
3336,Tottenham,Sunderland,2,4,0,4,7,1.92,15.62,5.85,6.23,11.13,0,4,0,0,0,22,17,0.82,10.55,3.19,4.35,11.42,0,8,2,3,-2,-3,2,1,1
3337,Man City,Arsenal,2,4,0,1,1,2.48,17.87,6.51,7.63,9.71,0,5,2,4,2,5,8,1.79,15.25,5.25,5.83,10.08,1,4,0,2,0,-2,0,2,-1
3338,West Ham,Hull,-1,0,-2,8,6,1.47,12.1,4.05,5.18,9.97,0,6,-1,-3,-1,26,9,0.89,10.11,3.14,4.22,10.81,1,2,0,0,0,0,3,0,1
3339,Everton,West Brom,-3,-3,-3,9,10,1.34,12.02,4.12,4.62,10.42,0,4,-3,-3,-3,16,13,1.05,10.42,3.17,4.68,11.28,0,2,1,2,-1,-2,0,0,0
3340,Chelsea,Man City,2,4,1,3,4,2.01,15.39,5.48,5.96,10.5,0,2,0,2,-1,1,1,2.47,17.82,6.49,7.69,9.73,0,7,-2,-4,2,4,1,1,0
3341,Crystal Palace,Everton,0,-1,1,11,14,1.18,11.23,3.71,5.11,11.99,0,4,-2,-2,0,9,10,1.33,12.05,4.11,4.65,10.42,0,5,0,0,0,0,0,1,-1
3342,Hull,Newcastle,-1,-3,-2,26,9,0.87,10.08,3.13,4.29,10.89,1,3,-1,-3,-1,12,12,1.06,11.87,3.86,4.77,10.98,0,2,-1,-1,1,1,0,3,-1
3343,Liverpool,West Ham,3,2,3,2,3,2.13,17.67,6.27,6.55,9.77,0,2,-1,0,1,8,6,1.48,12.14,4.06,5.17,9.93,0,4,-1,1,1,-1,2,0,1
3344,Man United,Leicester,2,3,1,6,2,1.57,13.26,4.89,5.77,11.56,0,6,-1,-3,-1,7,5,1.41,11.22,4.05,4.74,10.9,1,2,0,1,0,-1,3,1,1
3345,Stoke,QPR,3,2,3,14,11,1.09,11.32,3.39,4.2,11.07,0,0,-2,-2,-1,29,15,1.07,15.73,4.07,5.73,10.6,0,5,0,0,0,0,3,1,1
3346,Sunderland,Burnley,-2,-1,-1,22,17,0.83,10.51,3.21,4.38,11.37,0,6,-2,-2,-1,15,17,0.9,10.33,3.1,4.35,10.35,0,2,-1,-1,1,1,2,0,1
3347,West Brom,Tottenham,-2,-2,0,16,13,1.03,10.36,3.13,4.64,11.29,0,4,2,4,1,4,7,1.92,15.69,5.86,6.23,11.15,0,3,0,0,0,0,0,3,-1
3348,Aston Villa,Stoke,-2,-3,-1,20,11,1.0,11.08,3.69,4.75,10.88,1,2,3,3,4,14,11,1.12,11.36,3.38,4.19,11.07,0,2,-1,0,1,0,1,2,-1
3349,Chelsea,Burnley,1,3,0,3,4,2.0,15.3,5.45,5.92,10.52,0,0,-2,-4,-2,15,17,0.89,10.35,3.11,4.34,10.36,0,2,3,5,-3,-5,1,1,0
3350,Crystal Palace,Arsenal,0,-2,-1,11,14,1.17,11.25,3.71,5.11,11.99,0,3,3,4,3,5,8,1.79,15.2,5.23,5.81,10.05,0,6,-2,-4,2,4,1,2,-1
3351,Hull,QPR,-3,-3,-3,26,9,0.85,10.15,3.26,4.26,11.0,0,7,-2,-2,-2,29,15,1.06,15.62,4.06,5.69,10.69,0,5,1,1,-1,-1,2,1,1
3352,Man City,Newcastle,-1,1,0,1,1,2.45,17.77,6.48,7.67,9.76,0,5,1,-1,1,12,12,1.08,11.88,3.87,4.75,11.0,0,1,2,4,-2,-4,5,0,1
3353,Sunderland,West Brom,0,0,1,22,17,0.84,10.47,3.2,4.41,11.38,0,5,-2,-4,-1,16,13,1.02,10.39,3.14,4.66,11.26,0,4,-2,-2,2,2,0,0,0
3354,Swansea,Man United,-1,-1,-2,17,17,0.95,10.23,3.38,4.1,10.26,0,0,2,3,2,6,2,1.58,13.25,4.89,5.75,11.53,0,2,2,0,-2,0,2,1,1
3355,Everton,Leicester,0,-2,1,9,10,1.33,12.07,4.1,4.62,10.45,0,6,-1,-3,-2,7,5,1.41,11.17,4.03,4.73,10.91,0,2,0,0,0,0,2,2,0
3356,Southampton,Liverpool,2,2,1,10,15,1.28,13.13,4.47,5.51,11.2,1,4,3,4,4,2,3,2.13,17.7,6.28,6.54,9.79,0,2,0,-1,0,1,0,2,-1
3357,Tottenham,West Ham,2,4,2,4,7,1.93,15.68,5.85,6.2,11.16,0,2,-1,-1,-1,8,6,1.47,12.1,4.05,5.18,9.95,0,2,3,5,-3,-5,2,2,0
3358,Burnley,Swansea,-2,-3,0,15,17,0.89,10.35,3.13,4.36,10.35,0,3,-1,1,1,17,17,0.97,10.24,3.41,4.1,10.21,0,2,-1,-3,1,3,0,1,-1
3359,Man United,Sunderland,1,2,-1,6,2,1.57,13.28,4.88,5.78,11.56,0,4,0,-1,0,22,17,0.83,10.51,3.18,4.51,11.37,0,4,0,2,0,-2,2,0,1
3360,Newcastle,Aston Villa,-1,-1,-1,12,12,1.07,11.84,3.84,4.73,10.97,0,3,-2,-3,-2,20,11,1.0,10.97,3.67,4.83,10.88,1,2,1,0,-1,0,1,0,1
3361,Stoke,Hull,3,5,5,14,11,1.13,11.36,3.41,4.17,11.1,0,5,-1,-1,1,26,9,0.88,10.3,3.33,4.28,11.18,0,4,2,2,-2,-2,1,0,1
3362,West Brom,Southampton,-1,-3,0,16,13,1.01,10.33,3.12,4.63,11.26,0,4,0,2,-1,10,15,1.27,13.13,4.47,5.52,11.2,0,4,0,0,0,0,1,0,1
3363,West Ham,Crystal Palace,0,-2,0,8,6,1.47,12.1,4.05,5.21,9.96,0,3,-1,-2,-2,11,14,1.17,11.33,3.7,5.15,12.01,0,1,3,4,-3,-4,1,3,-1
3364,Arsenal,West Ham,3,4,4,5,8,1.8,15.17,5.22,5.77,10.08,0,6,-2,-2,-1,8,6,1.47,12.17,4.06,5.25,9.98,0,4,2,4,-2,-4,3,0,1
3365,Burnley,Man City,-2,-3,-1,15,17,0.88,10.38,3.15,4.38,10.38,0,2,0,1,1,1,1,2.47,17.75,6.5,7.66,9.75,0,5,-2,-4,2,4,1,0,1
3366,Crystal Palace,QPR,-1,0,1,11,14,1.18,11.33,3.71,5.16,12.07,1,3,-3,-4,-3,29,15,1.06,15.18,4.0,5.76,11.0,1,6,0,0,0,0,3,1,1
3367,Leicester,Hull,-2,-2,0,7,5,1.41,11.2,4.03,4.75,10.87,0,2,-1,-3,-1,26,9,0.85,10.07,3.24,4.22,11.15,0,2,1,1,-1,-1,0,0,0
3368,Sunderland,Aston Villa,0,-1,-1,22,17,0.82,10.42,3.18,4.45,11.36,1,2,-3,-4,-3,20,11,0.99,11.0,3.66,4.84,10.95,1,6,1,-1,-1,1,0,4,-1
3369,West Brom,Stoke,0,-1,1,16,13,1.01,10.29,3.12,4.6,11.25,0,4,3,5,6,14,11,1.12,11.42,3.4,4.18,11.08,0,5,0,-1,0,1,1,0,1
3370,Chelsea,Southampton,1,2,0,3,4,1.99,15.29,5.45,5.93,10.5,1,1,-1,0,-2,10,15,1.26,13.12,4.45,5.5,11.24,0,3,2,4,-2,-4,1,1,0
3371,Everton,Newcastle,1,-1,0,9,10,1.33,12.11,4.09,4.62,10.42,0,3,1,1,1,12,12,1.07,11.86,3.85,4.77,10.93,0,3,1,3,-1,-3,3,0,1
3372,Man United,Tottenham,1,2,1,6,2,1.58,13.41,4.92,5.84,11.52,0,5,2,3,0,4,7,1.93,15.76,5.87,6.21,11.13,0,1,-2,-2,2,2,3,0,1
3373,Swansea,Liverpool,1,1,2,17,17,0.97,10.22,3.4,4.1,10.18,0,2,3,5,5,2,3,2.13,17.61,6.26,6.5,9.82,0,4,-1,-1,1,1,0,1,-1
3374,Aston Villa,Swansea,-1,-2,1,20,11,1.02,11.04,3.71,4.84,10.93,0,6,1,-1,-1,17,17,0.96,10.21,3.39,4.1,10.21,0,0,-3,-4,3,4,0,1,-1
3375,Man City,West Brom,0,-1,-1,1,1,2.46,17.78,6.49,7.65,9.75,0,4,2,1,2,16,13,1.01,10.33,3.14,4.62,11.2,0,3,3,5,-3,-5,3,0,1
3376,Newcastle,Arsenal,-1,-1,-1,12,12,1.06,11.86,3.85,4.77,10.91,1,3,3,5,5,5,8,1.8,15.2,5.25,5.78,10.08,0,4,-1,-3,1,3,1,2,-1
3377,Southampton,Burnley,-2,-1,0,10,15,1.26,13.11,4.46,5.47,11.24,0,4,0,-2,1,15,17,0.88,10.37,3.16,4.35,10.35,0,2,-1,-2,1,2,2,0,1
3378,Stoke,Crystal Palace,1,3,-1,14,11,1.11,11.39,3.38,4.19,11.13,0,4,1,1,2,11,14,1.2,11.36,3.72,5.17,12.1,1,3,-2,-4,2,4,1,2,-1
3379,Tottenham,Leicester,0,1,-1,4,7,1.91,15.68,5.83,6.18,11.12,0,1,-1,-1,0,7,5,1.4,11.22,4.02,4.76,10.86,0,1,0,1,0,-1,4,3,1
3380,West Ham,Sunderland,-2,-2,-2,8,6,1.46,12.13,4.04,5.25,9.97,0,3,-2,-2,-2,22,17,0.81,10.45,3.16,4.42,11.34,1,2,1,2,-1,-2,1,0,1
3381,Hull,Chelsea,0,-2,0,26,9,0.83,10.12,3.29,4.24,11.24,1,6,0,1,0,4,4,1.99,15.34,5.46,5.96,10.5,1,4,-3,-4,3,4,2,3,-1
3382,Liverpool,Man United,3,5,6,2,3,2.12,17.6,6.25,6.49,9.87,0,6,1,3,2,6,2,1.59,13.39,4.9,5.82,11.52,0,2,-2,-2,2,2,1,2,-1
3383,QPR,Everton,-3,-4,-4,29,15,1.06,14.94,4.0,5.61,11.28,1,7,2,1,1,9,10,1.34,12.13,4.13,4.6,10.43,0,1,-1,-1,1,1,1,2,-1
3384,Liverpool,Newcastle,1,3,-1,2,3,2.11,17.52,6.21,6.46,9.9,1,5,-1,-1,-2,12,12,1.06,11.9,3.85,4.8,10.91,1,2,2,2,-2,-2,2,0,1
3385,Chelsea,Man United,1,2,1,3,4,1.99,15.28,5.44,5.96,10.5,0,5,3,3,3,6,2,1.59,13.34,4.9,5.8,11.56,0,3,-1,-1,1,1,1,0,1
3386,Crystal Palace,West Brom,3,1,3,11,14,1.2,11.36,3.71,5.16,12.12,0,5,1,0,-1,16,13,1.0,10.26,3.11,4.6,11.14,1,1,-2,0,2,0,0,2,-1
3387,Everton,Burnley,2,3,2,9,10,1.35,12.1,4.12,4.59,10.44,0,2,-1,-2,-1,15,17,0.88,10.41,3.16,4.36,10.32,0,2,1,1,-1,-1,1,0,1
3388,Leicester,Swansea,-1,-3,-1,7,5,1.41,11.24,4.03,4.76,10.85,0,1,1,1,1,17,17,0.96,10.2,3.42,4.16,10.2,0,0,1,2,-1,-2,2,0,1
3389,Stoke,Southampton,-1,1,-2,14,11,1.11,11.46,3.39,4.23,11.18,0,5,0,0,1,10,15,1.27,13.16,4.44,5.5,11.23,0,3,1,2,-1,-2,2,1,1
3390,Man City,West Ham,1,0,1,1,1,2.46,17.96,6.56,7.66,9.72,0,1,-1,-2,1,8,6,1.45,12.15,4.04,5.26,10.0,0,1,-2,0,2,0,2,0,1
3391,Newcastle,Tottenham,-3,-3,-3,12,12,1.05,11.88,3.85,4.81,10.97,1,0,0,2,1,4,7,1.93,15.64,5.82,6.16,11.09,0,3,3,1,-3,-1,1,3,-1
3392,Burnley,Leicester,-1,-2,-2,15,17,0.87,10.41,3.14,4.37,10.36,1,2,0,-1,1,7,5,1.42,11.29,4.04,4.77,10.82,0,1,1,0,-1,0,0,1,-1
3393,Crystal Palace,Hull,1,1,-1,11,14,1.19,11.42,3.71,5.17,12.15,0,7,-2,-2,-1,26,9,0.86,10.33,3.4,4.28,11.3,1,4,0,0,0,0,0,2,-1
3394,Man City,Aston Villa,1,2,2,1,1,2.46,17.96,6.53,7.65,9.72,0,2,-1,-3,-1,20,11,1.01,11.05,3.7,4.83,10.95,0,1,3,5,-3,-5,3,2,1
3395,Newcastle,Swansea,-3,-3,-4,12,12,1.05,11.87,3.86,4.81,10.97,1,2,-1,1,-1,17,17,0.95,10.2,3.45,4.14,10.14,0,2,0,1,0,-1,2,3,-1
3396,QPR,West Ham,-3,-5,-5,29,15,1.05,14.89,3.84,5.37,11.26,0,5,-1,-2,-1,8,6,1.44,12.13,4.03,5.24,9.97,0,2,-2,-2,2,2,0,0,0
3397,Southampton,Tottenham,0,-2,-1,10,15,1.26,13.15,4.46,5.5,11.27,0,4,1,2,2,4,7,1.93,15.63,5.83,6.14,11.11,0,6,-3,-4,3,4,2,2,0
3398,Stoke,Sunderland,-1,1,1,13,11,1.12,11.49,3.37,4.21,11.24,0,3,-3,-2,-3,22,17,0.79,10.4,3.16,4.41,11.34,0,2,0,0,0,0,1,1,0
3399,West Brom,Liverpool,1,2,1,16,13,1.01,10.23,3.12,4.61,11.2,1,3,1,3,1,2,3,2.11,17.5,6.21,6.45,9.88,1,4,-1,-2,1,2,0,0,0
3400,Arsenal,Chelsea,3,5,6,5,8,1.81,15.14,5.23,5.77,10.05,0,1,2,2,2,3,4,1.99,15.22,5.42,5.93,10.52,0,9,-1,-2,1,2,0,0,0
3401,Everton,Man United,3,4,3,9,10,1.35,12.17,4.15,4.6,10.45,0,2,1,1,-1,6,2,1.58,13.35,4.88,5.81,11.56,0,3,-3,-2,3,2,3,0,1
3402,Hull,Liverpool,0,0,1,26,9,0.89,10.57,3.48,4.39,11.27,0,0,0,2,0,2,3,2.09,17.53,6.2,6.43,9.89,0,2,0,0,0,0,1,0,1
3403,Leicester,Chelsea,1,1,2,7,5,1.42,11.27,4.04,4.76,10.85,0,0,2,2,0,3,4,1.97,15.16,5.4,5.91,10.53,0,10,0,-2,0,2,1,3,-1
3404,Burnley,Stoke,-3,-3,-3,15,17,0.86,10.42,3.15,4.39,10.41,1,5,0,0,0,13,11,1.12,11.62,3.42,4.26,11.27,0,2,2,2,-2,-2,0,0,0
3405,Liverpool,Crystal Palace,0,0,-1,2,3,2.08,17.49,6.22,6.44,9.89,0,0,-1,1,-2,11,14,1.19,11.39,3.71,5.14,12.17,0,3,-1,1,1,-1,1,3,-1
3406,QPR,Newcastle,-2,-4,0,29,15,1.0,15.05,4.0,5.4,11.4,0,3,-3,-5,-5,12,12,1.06,11.87,3.86,4.84,10.99,0,3,-2,-2,2,2,2,1,1
3407,Southampton,Aston Villa,0,-1,0,10,15,1.27,13.15,4.45,5.52,11.26,0,5,-1,-3,-2,20,11,1.02,11.07,3.71,4.84,10.95,0,2,0,0,0,0,6,1,1
3408,Sunderland,Leicester,-2,-3,0,22,17,0.8,10.46,3.19,4.46,11.39,0,4,1,0,-1,7,5,1.41,11.24,4.03,4.74,10.85,0,1,0,-2,0,2,0,0,0
3409,Tottenham,Hull,2,1,0,4,7,1.94,15.57,5.81,6.12,11.1,0,7,1,0,2,26,9,0.89,10.49,3.49,4.44,11.24,0,2,3,3,-3,-3,2,0,1
3410,West Ham,Everton,0,-2,0,8,6,1.43,12.1,4.01,5.24,9.99,0,2,3,4,4,9,10,1.36,12.15,4.17,4.61,10.42,0,1,-2,-2,2,2,1,2,-1
3411,Man United,Arsenal,-1,1,-2,6,2,1.57,13.37,4.87,5.82,11.55,0,3,2,4,0,5,8,1.79,15.12,5.2,5.77,10.1,0,4,2,2,-2,-2,1,1,0
3412,Swansea,Man City,1,1,1,17,17,0.97,10.21,3.48,4.16,10.13,0,4,3,3,3,1,1,2.46,17.91,6.51,7.64,9.74,0,3,-2,-4,2,4,2,4,-1
3413,West Brom,Chelsea,0,2,0,16,13,1.0,10.23,3.12,4.58,11.21,0,4,2,3,1,3,4,1.98,15.13,5.39,5.91,10.46,0,3,-2,-2,2,2,3,0,1
3414,Arsenal,Sunderland,1,3,0,5,8,1.79,15.04,5.18,5.76,10.09,0,4,-1,-3,0,22,17,0.79,10.5,3.19,4.51,11.43,0,7,2,4,-2,-4,0,0,0
3415,Arsenal,West Brom,0,2,0,5,8,1.77,15.14,5.2,5.76,10.06,0,1,2,2,1,15,13,1.02,10.22,3.14,4.57,11.22,0,4,1,1,-1,-1,4,1,1
3416,Aston Villa,Burnley,-3,-3,-3,20,11,1.02,11.05,3.71,4.82,10.9,0,3,-2,-2,0,16,17,0.85,10.43,3.15,4.41,10.44,0,4,1,0,-1,0,0,1,-1
3417,Chelsea,Sunderland,0,2,-1,3,4,1.96,15.11,5.37,5.89,10.46,1,2,0,-2,0,22,17,0.77,10.45,3.18,4.48,11.38,0,4,2,2,-2,-2,3,1,1
3418,Crystal Palace,Swansea,-1,1,1,11,14,1.2,11.41,3.72,5.13,12.21,0,3,-1,-1,-1,17,17,0.98,10.24,3.54,4.24,10.11,0,2,-1,-2,1,2,1,0,1
3419,Everton,Tottenham,3,5,5,8,10,1.36,12.21,4.17,4.64,10.44,0,4,2,2,1,4,7,1.94,15.53,5.79,6.11,11.09,0,6,-1,-3,1,3,0,1,-1
3420,Hull,Man United,1,0,-1,26,9,0.87,10.57,3.46,4.52,11.13,0,3,-2,0,0,6,2,1.56,13.36,4.86,5.81,11.58,0,3,-2,-3,2,3,0,0,0
3421,Leicester,QPR,0,0,0,7,5,1.4,11.24,4.0,4.77,10.88,0,2,0,-2,1,29,15,1.05,14.71,4.0,5.29,11.43,0,3,-1,-1,1,1,5,1,1
3422,Man City,Southampton,3,3,4,1,1,2.47,17.94,6.54,7.64,9.73,0,4,0,1,1,10,15,1.3,13.19,4.5,5.52,11.31,0,2,3,4,-3,-4,2,0,1
3423,Newcastle,West Ham,-3,-5,-6,12,12,1.06,11.96,3.89,4.9,10.97,0,1,-2,-2,-1,9,6,1.43,12.11,4.01,5.26,10.0,0,1,-1,1,1,-1,2,0,1
3424,Stoke,Liverpool,1,-1,0,13,11,1.11,11.61,3.42,4.28,11.25,0,4,-2,-2,-2,2,3,2.07,17.49,6.2,6.42,9.89,0,2,-2,-4,2,4,6,1,1
3425,Arsenal,Aston Villa,1,2,1,5,8,1.79,15.2,5.26,5.77,10.03,0,2,-3,-3,-4,20,11,1.01,11.11,3.73,4.85,10.88,0,2,3,5,-3,-5,1,3,-1
3426,Liverpool,Stoke,-3,-2,-3,2,3,2.06,17.46,6.18,6.44,9.85,0,4,1,1,1,13,11,1.16,11.65,3.48,4.27,11.27,0,6,1,2,-1,-2,1,0,1
3427,Norwich,Everton,-3,-3,-3,24,13,0.77,10.17,3.08,4.62,10.07,0,0,1,3,-1,8,10,1.35,12.19,4.15,4.63,10.45,0,5,-1,0,1,0,2,2,0
3428,Sunderland,Fulham,-1,-2,-1,22,17,0.78,10.54,3.26,4.46,11.33,0,1,-1,-2,1,31,14,1.38,11.88,3.88,4.0,11.12,1,4,0,-1,0,1,0,1,-1
3429,Swansea,Man United,-1,-1,-2,17,17,0.97,10.18,3.52,4.22,10.14,0,0,-1,-1,0,6,2,1.55,13.32,4.84,5.78,11.6,1,3,3,2,-3,-2,1,4,-1
3430,West Brom,Southampton,0,0,-1,16,13,1.02,10.26,3.16,4.55,11.17,0,3,0,0,-1,10,15,1.29,13.19,4.5,5.51,11.29,0,2,0,0,0,0,0,1,-1
3431,West Ham,Cardiff,-2,-2,-2,9,6,1.42,12.05,3.99,5.24,9.99,0,2,-1,-1,1,31,21,1.0,11.22,2.67,4.56,9.56,0,4,2,2,-2,-2,2,0,1
3432,Chelsea,Hull,1,2,1,3,4,1.97,15.17,5.39,5.93,10.47,1,4,0,0,0,26,9,0.85,10.68,3.51,4.6,11.15,0,3,3,5,-3,-5,2,0,1
3433,Crystal Palace,Tottenham,1,1,2,11,14,1.2,11.42,3.75,5.15,12.27,0,6,2,4,2,4,7,1.93,15.53,5.77,6.11,11.07,0,5,-3,-5,3,5,0,1,-1
3434,Man City,Newcastle,3,5,5,1,1,2.47,17.92,6.54,7.64,9.76,0,4,-1,-3,1,12,12,1.07,12.0,3.89,4.88,10.95,0,2,2,4,-2,-4,4,0,1
3435,Chelsea,Aston Villa,1,2,2,3,4,1.97,15.22,5.39,5.92,10.45,0,2,-1,-3,1,20,11,1.04,11.08,3.73,4.82,10.96,0,6,3,3,-3,-3,2,1,1
3436,Aston Villa,Liverpool,-1,-3,-1,20,11,1.03,11.03,3.72,4.79,10.99,0,9,-1,-2,1,2,3,2.06,17.52,6.22,6.48,9.86,0,3,-1,-3,1,3,0,1,-1
3437,Everton,West Brom,0,2,0,8,10,1.36,12.24,4.16,4.65,10.45,0,1,-1,0,-2,16,13,1.01,10.26,3.14,4.55,11.2,0,4,0,2,0,-2,0,0,0
3438,Fulham,Arsenal,1,-1,2,30,14,1.33,11.11,3.56,3.67,11.44,0,5,0,0,-1,5,8,1.78,15.21,5.25,5.76,10.06,1,5,-2,-1,2,1,1,3,-1
3439,Hull,Norwich,-2,0,-1,26,9,0.83,10.6,3.48,4.52,11.25,0,3,-2,-2,0,24,13,0.79,10.13,3.07,4.64,10.11,0,2,0,0,0,0,1,0,1
3440,Newcastle,West Ham,-1,-3,-1,12,12,1.06,11.94,3.87,4.84,10.92,1,5,-1,-2,1,9,6,1.42,12.09,3.99,5.23,9.99,0,1,1,1,-1,-1,0,0,0
3441,Southampton,Sunderland,1,0,1,10,15,1.29,13.14,4.48,5.53,11.38,0,1,-2,-2,-2,22,17,0.77,10.67,3.26,4.48,11.37,0,1,2,3,-2,-3,1,1,0
3442,Stoke,Crystal Palace,0,1,-1,13,11,1.15,11.63,3.48,4.28,11.26,0,5,1,-1,-1,11,14,1.19,11.38,3.74,5.13,12.23,0,4,-2,-4,2,4,2,1,1
3443,Cardiff,Man City,-1,-1,-1,31,21,0.9,11.3,2.5,4.4,9.3,0,2,3,5,6,1,1,2.48,17.94,6.57,7.64,9.75,0,3,-1,-1,1,1,3,2,1
3444,Tottenham,Swansea,3,4,3,4,7,1.92,15.54,5.74,6.11,11.06,0,2,-3,-3,-3,17,17,0.97,10.25,3.55,4.25,10.17,0,1,2,4,-2,-4,1,0,1
3445,Man United,Chelsea,1,-1,1,6,2,1.57,13.33,4.85,5.77,11.59,1,5,3,3,3,3,4,1.97,15.22,5.37,5.89,10.46,0,1,-1,-1,1,1,0,0,0
3446,Cardiff,Everton,1,-1,1,30,21,1.09,11.09,2.82,4.27,8.64,0,1,-1,1,0,8,10,1.35,12.3,4.19,4.7,10.48,0,1,-1,-1,1,1,0,0,0
3447,Crystal Palace,Sunderland,-1,-1,-2,11,14,1.19,11.4,3.75,5.1,12.19,0,1,-2,-2,0,22,17,0.77,10.64,3.26,4.45,11.39,0,2,-1,0,1,0,3,1,1
3448,Man City,Hull,1,3,-1,1,1,2.48,17.92,6.56,7.65,9.74,0,2,0,0,1,24,9,0.84,10.51,3.43,4.45,11.31,1,2,3,2,-3,-2,2,0,1
3449,Newcastle,Fulham,0,-2,0,12,12,1.05,11.98,3.84,4.85,10.93,1,3,1,-1,-1,31,14,1.3,11.6,3.9,3.4,11.3,0,5,2,0,-2,0,1,0,1
3450,Norwich,Southampton,-2,-4,-1,25,13,0.77,10.18,3.08,4.65,10.26,0,3,0,1,0,10,15,1.29,13.17,4.49,5.52,11.38,0,2,-1,-1,1,1,1,0,1
