GameNumber,HomeTeam,AwayTeam,Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Home_Goals,Away_Goals,Match_Result
1,Blackburn,Wolves,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,1,1
2,Liverpool,Burnley,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1
3,Man City,Arsenal,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,2,1
4,Portsmouth,Bolton,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,3,-1
5,Stoke,Chelsea,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,2,-1
6,Sunderland,Hull,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,1,1
7,Tottenham,Man United,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,3,-1
8,Wigan,West Ham,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1
9,Bolton,Tottenham,1,1,1,4,16,3.0,14.0,6.0,5.0,17.0,0,0,-1,-1,-1,15,11,1.0,11.0,7.0,3.0,16.0,0,3,0,0,0,0,2,2,0
10,Hull,Wigan,-1,-1,-1,15,21,1.0,6.0,5.0,8.0,15.0,0,2,1,1,1,8,14,1.0,12.0,6.0,6.0,13.0,0,2,0,0,0,0,2,1,1
11,Man United,Sunderland,1,1,1,8,1,3.0,17.0,13.0,9.0,13.0,1,2,1,1,1,6,15,4.0,7.0,4.0,7.0,18.0,0,2,0,0,0,0,2,2,0
12,Wolves,Portsmouth,-1,-1,-1,11,21,1.0,9.0,5.0,6.0,16.0,0,2,-1,-1,-1,14,8,2.0,21.0,11.0,7.0,17.0,0,2,0,0,0,0,0,1,-1
13,Burnley,Birmingham,-1,-1,-1,13,21,0.0,6.0,3.0,5.0,10.0,0,2,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,1
14,Arsenal,Blackburn,-1,-1,-1,14,3,2.0,19.0,9.0,12.0,12.0,0,2,1,1,1,4,7,3.0,13.0,10.0,10.0,13.0,0,1,0,0,0,0,6,2,1
15,Chelsea,Liverpool,1,1,1,10,2,2.0,18.0,10.0,14.0,11.0,0,3,1,1,1,5,4,4.0,27.0,16.0,7.0,8.0,0,0,0,0,0,0,2,0,1
16,West Ham,Fulham,-1,-1,-1,16,10,0.0,12.0,5.0,7.0,11.0,0,1,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,0
17,Everton,Stoke,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,-1,17,21,1.0,4.0,2.0,4.0,13.0,0,3,0,0,0,0,1,1,0
18,Aston Villa,Man City,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,8,9,4.0,10.0,6.0,3.0,13.0,0,3,0,0,0,0,1,1,0
19,Birmingham,Man City,-1,-1,-1,20,21,1.0,10.0,6.0,4.0,11.0,0,3,1,1,0,2,9,2.5,9.5,6.5,4.5,10.5,0,5,0,0,0,0,0,0,0
20,West Ham,Aston Villa,-1,-1,0,15,10,1.0,16.0,7.5,7.5,11.5,0,4,0,0,0,19,6,1.0,12.0,6.0,6.0,10.0,0,1,0,0,0,0,2,1,1
21,Aston Villa,Bolton,-1,-1,-1,19,6,1.0,12.5,8.0,10.0,11.0,1,5,1,1,0,3,16,2.5,13.0,7.5,5.0,16.0,0,2,0,0,0,0,5,1,1
22,Blackburn,Portsmouth,0,0,-1,8,7,2.5,10.0,8.5,5.5,11.5,0,2,0,0,1,12,8,1.5,16.5,9.5,6.5,14.5,0,4,0,0,0,0,3,1,1
23,Man City,Burnley,1,1,0,3,9,1.67,11.0,6.33,5.67,9.67,0,3,0,0,1,10,21,1.0,10.5,8.0,6.5,13.5,0,2,0,0,0,0,3,3,0
24,Tottenham,Sunderland,-1,-1,0,16,11,1.5,14.0,8.0,4.5,16.0,0,4,1,1,0,6,15,3.0,5.5,3.5,4.0,16.5,1,5,0,0,0,0,2,0,1
25,Wolves,Arsenal,-2,-2,-2,20,21,0.5,10.0,5.0,7.0,12.0,0,3,0,0,1,12,3,4.0,21.5,13.5,10.0,10.5,0,3,0,0,0,0,1,4,-1
26,Hull,Stoke,0,0,1,14,21,1.5,8.5,5.5,6.0,14.5,0,2,-1,-1,0,16,21,1.0,6.0,4.0,4.0,14.0,0,6,0,0,0,0,2,1,1
27,Chelsea,Man United,2,2,2,4,2,2.0,15.0,9.0,9.5,12.5,0,4,1,1,0,10,1,2.5,17.0,11.0,11.5,12.0,1,4,0,0,0,0,1,0,1
28,West Ham,Everton,0,0,1,11,10,1.33,15.33,7.33,7.0,11.33,0,5,0,0,0,19,5,1.0,24.0,17.0,11.0,5.0,0,1,0,0,0,0,1,2,-1
29,Wigan,Fulham,0,0,-1,16,14,1.0,12.5,5.5,4.0,10.5,0,4,0,0,0,19,17,2.0,10.0,6.0,4.0,9.0,1,2,0,0,0,0,1,1,0
30,Liverpool,Birmingham,0,0,-1,15,4,2.0,19.5,9.5,7.5,12.5,0,1,-1,-1,0,19,21,0.5,8.5,5.0,4.0,10.0,1,6,0,0,0,0,2,2,0
31,West Ham,Man United,0,-1,-1,13,10,1.25,15.5,7.25,6.5,11.5,0,2,0,0,-1,11,1,1.67,18.33,10.67,10.0,13.0,0,5,0,0,0,0,0,4,-1
32,Portsmouth,Burnley,-1,-1,-1,16,8,1.33,14.0,7.33,6.0,15.67,0,5,0,0,0,8,21,1.67,9.0,6.67,5.33,12.67,0,3,0,0,0,0,2,0,1
33,Man City,Chelsea,0,1,0,4,9,2.0,11.5,6.75,6.25,9.75,0,2,3,3,3,1,2,1.67,14.0,9.0,6.33,12.67,0,4,0,0,0,0,2,1,1
34,Wigan,Birmingham,0,0,0,13,14,1.0,14.67,7.67,6.0,12.0,0,4,-1,-1,0,17,21,1.0,7.33,4.0,3.0,9.67,1,5,0,0,0,0,2,3,-1
35,Aston Villa,Hull,0,0,1,17,6,2.33,14.67,9.67,9.33,13.0,1,5,1,1,2,7,21,1.67,11.0,6.33,5.33,13.67,0,1,0,0,0,0,3,0,1
36,Arsenal,Stoke,1,1,2,6,3,4.0,18.0,11.0,8.0,12.0,0,4,-2,-2,-1,19,21,1.0,6.33,4.0,3.33,14.0,1,7,0,0,0,0,2,0,1
37,Blackburn,Liverpool,1,1,1,6,7,2.67,10.0,7.67,6.33,11.67,0,4,0,0,0,10,4,2.0,22.0,11.0,8.67,10.67,0,2,0,0,0,0,0,0,0
38,Wolves,Bolton,-3,-3,-3,20,21,0.67,9.33,5.33,6.0,11.0,0,3,0,0,-1,12,16,2.0,13.0,8.0,3.67,16.0,0,6,0,0,0,0,2,1,1
39,Everton,Tottenham,1,1,1,17,5,1.5,16.5,11.5,7.5,11.5,0,6,0,0,1,14,11,1.67,12.67,8.0,4.33,14.0,0,2,0,0,0,0,2,2,0
40,Fulham,Sunderland,0,0,0,19,17,1.5,8.5,4.5,5.0,12.5,1,3,0,0,-1,15,15,2.0,8.33,4.33,4.0,17.33,1,5,0,0,0,0,1,0,1
41,Tottenham,Wolves,1,0,0,10,11,1.75,14.25,8.75,4.75,15.0,0,5,-1,-2,1,19,21,1.0,10.0,6.75,7.25,10.5,0,4,0,0,0,0,0,1,-1
42,Birmingham,West Ham,1,0,1,12,21,1.5,8.0,5.25,2.75,9.25,0,2,-1,-2,-2,19,10,1.0,14.6,7.2,5.6,10.8,0,0,0,0,0,0,1,0,1
43,Bolton,Man City,-2,-1,-2,16,16,1.75,14.0,8.5,5.25,16.0,0,5,1,2,1,1,9,2.0,11.8,7.0,6.8,10.2,0,2,0,0,0,0,3,3,0
44,Burnley,Fulham,0,-1,-1,16,21,1.25,10.25,7.0,5.25,13.0,0,5,1,1,1,14,17,1.33,11.0,4.67,4.67,11.33,0,2,0,0,0,0,1,1,0
45,Chelsea,Everton,1,2,-1,3,2,1.5,13.0,8.25,6.25,13.75,0,9,1,1,0,16,5,1.67,16.0,9.67,5.33,11.33,0,9,0,0,0,0,3,3,0
46,Hull,Blackburn,1,0,-1,10,21,1.25,9.5,5.0,4.75,14.0,0,4,0,1,0,5,7,2.0,9.75,6.5,5.0,12.5,0,4,0,0,0,0,0,0,0
47,Man United,Aston Villa,0,1,1,7,1,2.25,18.25,10.75,9.5,13.75,0,4,1,1,2,8,6,2.5,14.25,8.75,9.25,13.5,0,5,0,0,0,0,0,1,-1
48,Stoke,Wigan,-2,-3,-2,20,21,0.75,6.0,4.0,3.0,12.25,1,4,-2,-1,-1,18,14,1.25,15.5,7.5,5.0,12.5,0,4,0,0,0,0,2,2,0
49,Sunderland,Portsmouth,-2,-1,-2,18,15,1.5,8.25,4.5,5.0,16.0,0,4,1,0,1,10,8,1.5,12.75,6.5,5.75,15.75,0,7,0,0,0,0,1,1,0
50,Stoke,Fulham,-2,-3,0,20,21,1.0,7.6,4.2,3.4,13.6,0,5,1,1,0,11,17,1.25,11.25,5.0,4.5,10.5,0,3,0,0,0,0,3,2,1
51,Arsenal,Everton,3,2,3,4,3,3.5,16.5,10.25,8.5,9.75,0,3,1,1,0,12,5,2.0,14.5,9.0,4.25,12.75,0,5,0,0,0,0,2,2,0
52,Birmingham,Man United,2,1,2,6,21,1.4,9.6,6.0,4.4,9.8,0,3,-1,0,-1,9,1,1.8,17.8,10.4,9.4,11.8,0,2,0,0,0,0,1,1,0
53,Man City,Blackburn,1,1,0,1,9,2.17,12.17,6.83,7.17,10.0,1,4,1,1,0,6,7,1.6,10.6,7.0,4.8,13.8,0,3,0,0,0,0,4,1,1
54,Sunderland,Stoke,-2,-1,0,17,15,1.4,9.8,5.4,5.8,15.2,0,6,0,-1,1,16,21,1.33,8.17,5.0,4.17,13.5,0,6,0,0,0,0,0,0,0
55,Hull,Chelsea,0,0,0,9,21,1.0,9.4,5.4,4.4,14.0,0,4,0,2,0,3,2,1.8,15.4,9.2,6.4,13.6,0,6,0,0,0,0,1,1,0
56,Fulham,Portsmouth,0,0,-1,14,17,1.4,11.8,5.4,5.6,9.8,0,2,0,0,0,9,8,1.4,12.0,6.4,5.8,15.4,1,7,0,0,0,0,1,0,1
57,Liverpool,Everton,-1,0,0,15,4,1.5,20.25,11.0,8.5,10.25,0,1,0,1,0,11,5,2.0,13.4,8.2,5.0,12.4,0,2,0,0,0,0,1,0,1
58,Man United,Portsmouth,0,-1,0,10,1,1.67,17.17,10.33,9.83,12.0,1,2,0,0,-1,11,8,1.17,12.0,6.67,5.67,14.83,1,4,0,0,0,0,5,0,1
59,Stoke,Blackburn,1,-1,0,14,21,1.14,7.57,4.71,4.0,13.86,0,4,-1,-1,-1,8,7,1.5,10.17,6.33,4.5,13.17,0,3,0,0,0,0,3,0,1
60,Bolton,Fulham,-2,-1,0,17,16,2.0,13.6,8.4,5.2,15.0,0,4,0,1,1,8,17,1.33,12.17,6.0,5.5,10.17,0,0,0,0,0,0,0,0,0
61,Tottenham,Aston Villa,0,-1,-1,18,11,1.4,15.0,9.0,4.0,13.6,0,4,3,2,3,6,6,2.2,13.0,8.0,8.2,13.6,0,5,0,0,0,0,0,0,0
62,Hull,Man City,-1,1,0,11,21,1.0,9.0,5.0,4.67,13.17,0,2,2,2,1,1,9,2.43,12.14,6.71,6.71,9.43,1,4,0,0,0,0,2,1,1
63,Sunderland,Wigan,-1,-2,0,16,15,1.17,9.17,5.33,6.0,13.83,0,6,-1,-1,0,19,14,1.4,14.6,7.6,4.6,11.6,0,3,0,0,0,0,1,1,0
64,Burnley,West Ham,-1,-1,0,19,21,1.2,10.2,7.2,5.6,12.8,0,2,-3,-2,-3,20,10,0.83,14.5,7.17,5.83,11.17,1,4,0,0,0,0,2,1,1
65,Birmingham,Wolves,2,2,0,9,21,1.33,9.0,5.83,4.0,9.83,0,5,1,-1,2,16,21,1.0,8.6,6.0,6.8,11.0,0,7,0,0,0,0,2,1,1
66,Chelsea,Arsenal,-1,1,0,3,2,1.67,16.33,9.5,6.67,13.33,0,3,2,2,0,7,3,3.2,14.4,9.2,8.0,9.8,0,1,0,0,0,0,2,0,1
67,Fulham,Burnley,0,1,0,8,17,1.14,11.43,5.71,5.43,10.43,0,0,0,1,1,12,21,1.33,9.83,6.67,5.17,13.17,0,2,0,0,0,0,3,0,1
68,Man City,Bolton,0,1,-1,2,9,2.25,12.75,7.25,6.88,10.0,0,5,-1,-2,0,17,16,1.67,14.0,8.83,4.67,13.83,0,3,0,0,0,0,2,0,1
69,Portsmouth,Sunderland,-2,-2,-2,13,8,1.0,11.29,6.43,5.0,14.29,0,5,0,-2,0,14,15,1.14,9.43,5.71,5.43,13.57,0,6,0,0,0,0,1,1,0
70,Wigan,Stoke,-1,-2,0,19,14,1.33,14.5,7.33,4.33,12.0,0,6,2,1,1,9,21,1.38,8.5,5.5,5.0,13.75,0,5,0,0,0,0,1,1,0
71,West Ham,Birmingham,-3,-3,-4,20,10,0.86,15.29,7.71,5.71,11.43,1,5,2,3,1,4,21,1.43,9.86,6.43,5.0,10.14,0,7,-1,-1,1,1,2,0,1
72,Wolves,Tottenham,1,-1,-1,18,21,1.0,9.17,5.83,6.33,12.17,0,8,-1,0,0,20,11,1.17,17.17,10.0,5.33,13.0,0,0,1,1,-1,-1,1,0,1
73,Everton,Chelsea,-1,0,-1,18,5,1.67,12.17,7.33,5.5,14.17,1,4,1,1,1,2,2,1.71,15.29,8.57,6.29,13.0,0,5,0,0,0,0,2,1,1
74,Blackburn,Hull,-2,-1,-2,12,7,1.29,10.0,6.0,4.86,14.14,1,4,1,1,1,5,21,1.14,8.86,4.86,4.57,13.29,0,3,0,0,0,0,1,0,1
75,Aston Villa,Man United,2,2,0,8,6,1.83,12.5,7.5,7.5,13.5,0,1,0,0,1,7,1,2.14,17.71,10.0,10.14,11.57,1,2,1,1,-1,-1,1,1,0
76,Arsenal,Liverpool,0,2,-1,9,3,2.67,14.33,8.67,8.0,10.5,0,3,1,1,1,13,4,1.4,18.0,9.6,8.4,10.4,1,3,0,0,0,0,1,0,1
77,Arsenal,Burnley,0,2,1,3,3,2.43,13.86,8.29,7.29,11.71,0,5,0,-1,-1,14,21,1.14,9.86,6.14,4.71,12.57,0,2,0,0,0,0,3,1,1
78,West Ham,Bolton,-1,-3,1,18,10,1.0,15.0,8.0,5.38,11.5,0,2,-1,-3,-1,19,16,1.43,13.57,8.29,4.43,14.43,0,2,0,0,0,0,1,2,-1
79,Wolves,Man United,1,1,1,12,21,1.0,9.0,5.57,6.14,12.57,0,5,1,1,0,5,1,2.0,17.0,9.5,9.75,11.38,1,2,0,0,0,0,0,1,-1
80,Everton,Hull,0,0,1,11,5,1.71,11.43,7.0,5.43,14.0,1,4,0,-1,-1,9,21,1.0,8.62,4.75,4.75,13.25,1,5,0,0,0,0,5,1,1
81,Wigan,Liverpool,0,-1,0,18,14,1.29,14.71,7.86,5.0,12.0,0,7,0,-1,-1,14,4,1.17,16.5,9.17,8.0,10.83,1,5,0,0,0,0,1,0,1
82,Portsmouth,Birmingham,-2,-1,0,17,8,1.0,11.38,6.38,5.38,13.75,1,7,0,2,-1,7,21,1.25,9.75,6.12,5.12,10.0,0,7,0,0,0,0,1,2,-1
83,Sunderland,Bolton,0,-1,0,18,15,1.12,9.12,5.25,5.25,13.75,2,5,0,-1,1,14,16,1.5,13.75,8.12,4.25,15.25,1,7,0,0,0,0,4,0,1
84,Burnley,Stoke,-1,-2,-2,17,21,1.12,9.62,6.0,4.38,12.5,0,4,1,2,0,12,21,1.33,8.67,5.56,5.0,13.0,0,5,0,0,0,0,1,1,0
85,Sunderland,Tottenham,1,1,1,11,15,1.44,9.44,5.44,4.89,13.78,2,3,-2,-1,-1,20,11,1.0,16.14,9.14,5.57,12.57,0,1,-1,-1,1,1,3,1,1
86,Stoke,Hull,1,2,0,11,21,1.3,8.6,5.3,4.9,12.7,0,3,-1,-1,-2,12,21,1.0,8.44,4.67,4.33,14.11,1,4,-1,-1,1,1,2,0,1
87,Portsmouth,Blackburn,-2,-3,-1,18,8,1.0,11.33,6.56,5.33,13.56,1,4,-1,-1,1,11,7,1.25,11.25,6.5,5.0,14.12,1,4,-1,-1,1,1,0,0,0
88,Man United,Chelsea,2,1,1,3,1,1.89,16.78,9.11,9.11,11.0,1,2,0,-1,-1,6,2,1.62,15.12,8.12,6.25,13.25,0,4,-1,-1,1,1,1,2,-1
89,Bolton,Aston Villa,-1,-1,-1,17,16,1.33,13.0,7.44,4.56,14.67,2,7,1,3,0,11,6,1.71,12.14,7.29,6.57,12.86,0,0,-1,-1,1,1,0,1,-1
90,Arsenal,Wolves,1,2,2,3,3,2.5,14.62,8.62,7.38,10.88,0,3,-1,1,-1,14,21,0.88,9.38,5.62,5.62,12.12,0,4,1,1,-1,-1,1,0,1
91,Burnley,Man City,-2,-1,0,15,21,1.11,9.67,5.67,4.33,12.44,0,6,1,2,1,3,9,2.22,12.22,6.89,6.78,9.78,0,4,0,0,0,0,1,6,-1
92,Birmingham,Liverpool,1,2,1,5,21,1.33,9.78,6.11,5.22,10.33,0,4,-1,-1,-2,18,4,1.0,15.71,8.29,7.86,11.29,0,7,0,0,0,0,1,1,0
93,Everton,West Ham,1,1,2,10,5,2.12,12.25,7.38,5.25,13.75,0,1,-1,-3,-1,19,10,1.0,15.33,8.0,5.44,11.67,0,3,1,1,-1,-1,2,2,0
94,Fulham,Wigan,2,1,1,10,17,1.38,12.0,6.5,5.5,10.25,0,1,1,0,1,13,14,1.25,14.38,7.38,4.88,12.38,0,3,0,0,0,0,2,1,1
95,Hull,Burnley,-3,-2,-3,12,21,0.9,8.1,4.5,4.1,13.9,0,3,-2,-2,-1,16,21,1.1,10.1,5.8,4.5,11.7,0,2,0,0,0,0,1,4,-1
96,West Ham,Sunderland,0,-2,0,19,10,1.1,14.8,7.7,5.7,12.2,0,5,2,2,2,9,15,1.6,9.6,5.9,5.0,14.0,0,4,0,0,0,0,1,0,1
97,Wolves,Stoke,-1,-1,-2,16,21,0.78,8.67,5.22,5.44,12.22,1,4,1,2,1,8,21,1.36,8.64,5.09,4.73,12.64,0,3,0,0,0,0,0,0,0
98,Blackburn,Man United,0,-1,0,11,7,1.11,11.78,6.67,5.44,13.67,0,2,0,1,-1,7,1,1.8,16.0,8.5,8.5,11.3,0,4,0,0,0,0,0,0,0
99,Liverpool,Fulham,-2,-1,0,17,4,1.0,15.75,8.25,7.38,11.0,0,6,2,2,2,6,17,1.44,11.44,6.33,5.56,10.33,0,2,0,0,0,0,0,0,0
100,Man City,Birmingham,1,2,2,1,9,2.6,13.0,7.6,6.8,9.6,0,0,0,1,0,6,21,1.3,9.6,5.8,5.2,10.7,0,4,0,0,0,0,5,1,1
101,Portsmouth,Wolves,-1,-3,0,18,8,0.9,10.8,6.2,4.9,13.3,1,3,-2,-2,0,15,21,0.7,8.8,5.5,5.6,11.7,1,2,1,1,-1,-1,3,1,1
102,Man City,Aston Villa,3,3,3,1,9,2.82,13.36,7.64,6.91,9.82,0,0,1,3,1,8,6,1.62,12.25,7.5,6.75,13.0,0,0,0,0,0,0,3,1,1
103,Stoke,Everton,1,2,0,7,21,1.25,8.67,4.75,4.83,11.92,0,3,2,1,0,10,5,2.11,12.0,7.11,4.89,13.0,0,2,0,0,0,0,0,0,0
104,Tottenham,Bolton,-2,-3,-2,20,11,1.0,15.62,9.12,5.62,12.88,0,1,-1,-2,-2,19,16,1.2,13.1,7.7,4.7,14.5,1,4,0,0,0,0,1,0,1
105,Birmingham,Burnley,0,0,-1,7,21,1.27,9.18,5.55,5.09,10.55,0,5,0,-2,1,12,21,1.36,10.0,5.91,4.18,11.91,0,1,-1,-1,1,1,2,1,1
106,Liverpool,Chelsea,-1,-1,0,17,4,0.89,16.0,8.33,7.67,10.44,0,2,1,1,1,4,2,1.67,14.67,7.78,5.89,13.0,0,3,-1,-1,1,1,0,2,-1
107,Sunderland,Man United,1,1,-1,10,15,1.45,9.55,6.0,5.18,14.55,0,5,0,1,0,7,1,1.64,15.73,8.27,8.36,11.36,0,5,0,0,0,0,0,1,-1
108,Fulham,West Ham,2,3,0,6,17,1.3,10.5,5.9,5.1,10.9,0,4,0,0,1,15,10,1.09,14.36,7.55,5.36,12.18,0,4,0,0,0,0,3,2,1
109,Blackburn,Arsenal,1,-1,0,11,7,1.0,11.4,6.7,5.0,13.7,0,2,3,2,3,4,3,2.33,15.56,9.11,7.67,10.78,0,0,-1,-1,1,1,2,1,1
110,Wigan,Hull,0,0,-1,18,14,1.22,14.11,7.33,4.67,12.11,0,3,-3,-3,-4,14,21,0.91,8.36,4.45,4.27,14.36,0,7,-1,-1,1,1,2,2,0
111,Fulham,Stoke,2,3,1,3,17,1.45,10.0,5.64,5.45,10.82,0,3,1,1,0,8,21,1.15,8.92,4.85,4.92,11.77,0,0,-1,-1,1,1,0,1,-1
112,Man City,Tottenham,3,3,4,1,9,2.83,13.67,8.0,7.42,9.5,0,1,-1,-2,1,20,11,1.0,16.67,9.44,6.22,12.67,0,0,0,0,0,0,0,1,-1
113,West Ham,Man City,0,0,-1,17,10,1.17,13.75,7.33,5.17,12.33,0,1,1,3,-1,1,9,2.62,13.38,7.77,7.54,9.69,0,1,0,0,0,0,1,1,0
114,Wolves,Sunderland,-2,-2,-1,18,21,0.73,9.64,6.0,5.91,11.82,0,1,-1,0,-2,11,15,1.33,9.58,5.67,5.5,14.17,0,6,0,0,0,0,2,1,1
115,Arsenal,Fulham,1,1,-1,4,3,2.2,14.6,8.6,7.7,11.2,0,2,0,2,-1,3,17,1.33,10.17,5.67,5.67,10.5,0,1,0,0,0,0,4,0,1
116,Aston Villa,Blackburn,0,1,-1,10,6,1.56,12.0,7.33,6.56,12.56,0,2,1,1,1,8,7,1.09,11.36,6.73,5.0,14.18,0,3,0,0,0,0,0,1,-1
117,Bolton,Birmingham,-3,-3,-3,20,16,1.09,12.91,7.64,4.91,14.09,0,5,0,0,1,8,21,1.33,9.5,5.42,5.17,10.58,0,5,0,0,0,0,2,1,1
118,Burnley,Tottenham,-1,-2,-1,13,21,1.33,10.17,6.0,4.5,11.75,0,2,1,0,2,17,11,1.0,16.0,9.1,6.3,12.8,0,3,0,0,0,0,4,2,1
119,Chelsea,Wigan,1,2,2,3,2,1.7,14.7,8.1,5.8,12.4,0,3,0,0,0,19,14,1.3,14.0,7.3,5.0,12.0,0,4,0,0,0,0,8,0,1
120,Everton,Portsmouth,1,1,0,10,5,1.9,11.9,7.3,4.9,12.7,0,2,0,-1,1,14,8,1.09,10.91,6.36,5.09,13.0,1,2,0,0,0,0,1,0,1
121,Hull,Liverpool,-2,-4,0,16,21,1.0,8.17,4.33,4.0,14.33,0,5,-1,-3,-1,20,4,0.8,15.1,7.7,7.8,10.1,0,2,0,0,0,0,0,0,0
122,Man United,Stoke,0,1,1,7,1,1.58,15.58,8.33,8.0,11.17,0,4,1,2,1,6,21,1.14,8.64,4.64,4.79,11.36,0,3,0,0,0,0,4,0,1
123,Wigan,Sunderland,-2,-1,-1,0,14,0.0,0.0,0.0,0.0,0.0,0,0,-3,-1,-3,0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0
124,West Ham,Chelsea,0,-1,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0,3,3,3,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,3,-1
125,West Brom,Tottenham,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,1,-1,-1,0,17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0
126,Newcastle,Blackpool,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,-1
127,Fulham,Wolves,-1,0,-2,0,5,0.0,0.0,0.0,0.0,0.0,0,0,0,-2,1,0,13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,1
128,Everton,Man United,1,3,1,0,9,0.0,0.0,0.0,0.0,0.0,0,0,2,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,3,0
129,Arsenal,Bolton,1,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,1,0,16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,1,1
130,Man City,Blackburn,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,2,3,2,0,6,0.0,0.0,0.0,0.0,0.0,0,0,1,1,-1,-1,1,1,0
131,Birmingham,Liverpool,-1,0,-1,0,8,0.0,0.0,0.0,0.0,0.0,0,0,-1,-2,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
132,Wigan,Wolves,-1,-1,0,5,14,1.0,17.0,4.0,5.0,19.0,0,4,-1,-2,-1,17,13,1.0,4.0,2.0,6.0,17.0,1,6,0,0,0,0,2,0,1
133,Birmingham,Everton,0,-1,0,13,8,0.0,15.0,3.0,4.0,8.0,0,1,1,2,0,9,9,3.0,23.0,14.0,7.0,11.0,0,1,0,0,0,0,0,2,-1
134,Stoke,Blackburn,0,1,-1,0,7,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,12,6,1.0,4.0,2.0,2.0,10.0,0,1,1,1,-1,-1,1,0,1
135,Sunderland,Man United,-2,-2,0,8,12,1.0,4.0,2.0,1.0,11.0,1,2,2,1,0,11,4,3.0,13.0,8.0,5.0,18.0,0,1,-1,-1,1,1,0,0,0
136,Tottenham,Aston Villa,0,0,0,11,17,1.0,16.0,9.0,4.0,9.0,0,1,-1,-1,-2,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,1
137,West Brom,Bolton,0,0,0,11,21,1.0,15.0,8.0,9.0,12.0,0,2,-1,-3,-1,19,16,1.0,7.0,6.0,6.0,11.0,1,2,0,0,0,0,1,1,0
138,West Ham,Fulham,-2,-1,-1,17,10,1.0,13.0,7.0,1.0,13.0,0,2,-1,0,1,6,5,2.0,13.0,6.0,6.0,9.0,0,3,-1,-1,1,1,1,1,0
139,Man City,Newcastle,-1,1,0,14,1,1.0,20.0,14.0,14.0,12.0,0,2,-1,-1,-1,18,12,0.0,16.0,13.0,3.0,15.0,0,2,0,0,0,0,2,1,1
140,Liverpool,Blackpool,-1,-1,0,17,4,0.0,14.0,8.0,3.0,9.0,0,0,1,1,1,7,21,2.0,7.0,4.0,2.0,14.0,0,3,0,0,0,0,1,2,-1
